Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week,year,Number,Position,Status,Height,Weight,Experience,College,Team,home_team_name,stadium_id,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,away_team_name
27,Tyler Bass,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,60.9%,0.0,12,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,
7,Dustin Hopkins,3.0,3.0,100.0,48,0.0,1.0,1.0,1.0,0.0,2,2,1,12.0,12.0,2.3%,30.6,8,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,pittsburgh_steelers
20,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,69.5%,2.8,7,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,tennessee_titans
28,Brayden Narveson,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,0.7%,1.6,16,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
24,Jake Bates,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,92.5%,4.2,4,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,chicago_bears
22,Cairo Santos,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,1,5.0,5.0,15.5%,3.7,6,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,green_bay_packers
9,Jake Bates,3.0,4.0,75.0,48,0.0,0.0,2.0,1.0,0.0,2,2,1,12.0,12.0,92.5%,25.7,13,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,denver_broncos
14,Brandon Mcmanus,1.0,1.0,100.0,45,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,7.8%,25.6,7,2021,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
7,Justin Tucker,2.0,2.0,100.0,51,0.0,1.0,0.0,0.0,1.0,4,4,1,12.0,12.0,12.5%,29.9,16,2021,,,,,,,,,,,,,,,,,,,,
4,Jake Elliott,2.0,2.0,100.0,31,0.0,1.0,1.0,0.0,0.0,5,5,1,11.0,11.0,60.8%,29.2,17,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,dallas_cowboys
23,Cameron Dicker,1.0,2.0,50.0,50,0.0,0.0,0.0,0.0,1.0,1,1,1,6.0,6.0,91.8%,15.1,4,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
18,Will Reichard,2.0,2.0,100.0,35,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,12.6%,27.1,8,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,baltimore_ravens
19,Cam Little,1.0,1.0,100.0,41,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,4.6%,24.2,3,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,arizona_cardinals
31,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.9%,0.0,16,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,buffalo_bills
10,Brayden Narveson,3.0,4.0,75.0,31,0.0,2.0,1.0,0.0,0.0,2,2,1,11.0,11.0,0.7%,25.2,1,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,new_orleans_saints
10,Younghoe Koo,2.0,2.0,100.0,51,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,21.9%,27.7,11,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,
8,Brandon Mcmanus,3.0,3.0,100.0,39,0.0,2.0,1.0,0.0,0.0,3,3,1,12.0,12.0,7.8%,30.7,15,2021,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
11,Joshua Karty,2.0,2.0,100.0,37,0.0,0.0,2.0,0.0,0.0,3,3,1,9.0,9.0,12.6%,27.7,3,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
30,Matthew Wright,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.1%,0.0,7,2021,37,K,ACT,0,174,4,UCF,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,new_york_giants
3,Austin Seibert,3.0,4.0,75.0,55,0.0,0.0,0.0,2.0,1.0,2,2,1,15.0,15.0,0.7%,27.8,6,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
24,Zane Gonzalez,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,7.1%,4.6,13,2021,5,K,ACT,72,202,7,Arizona State,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
3,Jason Sanders,4.0,4.0,100.0,57,0.0,1.0,1.0,0.0,2.0,0,1,1,16.0,16.0,45.6%,34.1,14,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
17,Jake Moody,2.0,2.0,100.0,28,0.0,2.0,0.0,0.0,0.0,2,2,1,8.0,8.0,12.5%,27.2,5,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,arizona_cardinals
29,Joshua Karty,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,12.6%,2.1,13,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
30,Brayden Narveson,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,0.7%,2.5,4,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
17,Chad Ryland,1.0,1.0,100.0,37,0.0,0.0,1.0,0.0,0.0,4,4,1,7.0,7.0,3.7%,25.6,10,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,carolina_panthers
19,Brayden Narveson,1.0,1.0,100.0,46,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,0.7%,25.6,5,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
7,Justin Tucker,2.0,2.0,100.0,52,0.0,1.0,0.0,0.0,1.0,5,5,1,13.0,13.0,12.5%,30.6,7,2021,,,,,,,,,,,,,,,,,,,,
22,Nick Folk,1.0,1.0,100.0,25,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,1.0%,23.6,7,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
10,Jason Sanders,2.0,2.0,100.0,53,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,45.6%,29.2,8,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
9,Blake Grupe,2.0,2.0,100.0,51,0.0,0.0,0.0,1.0,1.0,1,1,1,10.0,10.0,3.2%,28.4,15,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,miami_dolphins
8,Younghoe Koo,3.0,3.0,100.0,35,0.0,1.0,2.0,0.0,0.0,3,3,1,12.0,12.0,21.9%,30.6,6,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,
29,Dustin Hopkins,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,2.3%,0.9,3,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
18,Wil Lutz,1.0,1.0,100.0,44,0.0,0.0,0.0,1.0,0.0,4,4,1,8.0,8.0,34.5%,26.3,15,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,las_vegas_raiders
13,Joshua Karty,2.0,2.0,100.0,38,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,12.6%,27.1,9,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,tennessee_titans
22,Cam Little,2.0,3.0,66.7,33,0.0,0.0,2.0,0.0,0.0,0,0,1,6.0,6.0,4.6%,19.14,13,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,tennessee_titans
10,Graham Gano,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,6,6,1,9.0,9.0,2.6%,27.0,17,2021,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,washington_commanders
2,Cairo Santos,3.0,3.0,100.0,53,0.0,1.0,0.0,0.0,2.0,0,0,1,13.0,13.0,15.5%,31.3,9,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,pittsburgh_steelers
5,Cameron Dicker,2.0,2.0,100.0,53,1.0,0.0,0.0,0.0,1.0,4,4,1,12.0,12.0,91.8%,29.8,11,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,denver_broncos
31,Cade York,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,2.9%,1.8,1,2021,3,K,ACT,74,206,3,LSU,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,arizona_cardinals
20,Joey Slye,1.0,1.0,100.0,44,0.0,0.0,0.0,1.0,0.0,0,0,1,4.0,4.0,2.2%,23.5,3,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
19,Blake Grupe,1.0,1.0,100.0,43,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,3.2%,25.6,4,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,new_york_giants
2,Jake Elliott,3.0,3.0,100.0,49,0.0,0.0,1.0,2.0,0.0,4,4,1,15.0,15.0,60.8%,32.6,8,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
8,Joey Slye,3.0,3.0,100.0,42,0.0,1.0,1.0,1.0,0.0,1,2,1,11.0,11.0,2.2%,29.9,11,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,new_england_patriots
9,Ka'Imi Fairbairn,2.0,3.0,66.7,46,0.0,0.0,1.0,1.0,0.0,5,5,1,12.0,12.0,65.1%,23.34,6,2021,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,indianapolis_colts
8,Will Reichard,2.0,2.0,100.0,52,0.0,0.0,0.0,1.0,1.0,3,3,1,12.0,12.0,12.6%,29.8,16,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,green_bay_packers
28,Harrison Butker,1.0,2.0,50.0,37,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,69.5%,14.4,4,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
24,Cairo Santos,2.0,2.0,100.0,39,0.0,1.0,1.0,0.0,0.0,0,0,1,6.0,6.0,15.5%,25.7,15,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,
25,Joshua Karty,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,12.6%,3.0,11,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
16,Joey Slye,1.0,2.0,50.0,52,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,2.2%,15.8,9,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
13,Jake Elliott,2.0,3.0,66.7,49,0.0,0.0,0.0,2.0,0.0,2,2,1,10.0,10.0,60.8%,21.94,6,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,tampa_bay_buccaneers
1,Cameron Dicker,5.0,5.0,100.0,59,0.0,1.0,0.0,2.0,2.0,0,0,1,21.0,21.0,91.8%,38.3,7,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
20,Eddy Pineiro,1.0,1.0,100.0,48,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,1.1%,25.6,4,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,dallas_cowboys
8,Eddy Pineiro,4.0,4.0,100.0,33,0.0,1.0,3.0,0.0,0.0,1,1,1,13.0,13.0,1.1%,32.0,12,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,
31,Andre Szmyt,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0%,0.0,14,2021,38,K,ACT,0,200,1,Syracuse,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,las_vegas_raiders
6,Justin Tucker,2.0,2.0,100.0,37,0.0,0.0,2.0,0.0,0.0,5,5,1,11.0,11.0,12.5%,29.1,9,2021,,,,,,,,,,,,,,,,,,,,
10,Jake Elliott,2.0,2.0,100.0,41,0.0,0.0,1.0,1.0,0.0,3,3,1,10.0,10.0,60.8%,28.4,15,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
18,Chris Boswell,2.0,2.0,100.0,53,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,72.7%,27.8,2,2021,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,las_vegas_raiders
29,Eddy Pineiro,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.1%,0.7,7,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,new_york_giants
25,Jake Bates,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,92.5%,4.4,15,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,atlanta_falcons
23,Dustin Hopkins,1.0,1.0,100.0,51,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,2.3%,25.6,1,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,kansas_city_chiefs
5,Harrison Butker,4.0,5.0,80.0,38,0.0,2.0,2.0,0.0,0.0,2,2,1,14.0,14.0,69.5%,29.0,5,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,buffalo_bills
26,Eddy Pineiro,1.0,2.0,50.0,27,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,1.1%,13.8,5,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,philadelphia_eagles
3,Daniel Carlson,4.0,4.0,100.0,53,0.0,1.0,1.0,0.0,2.0,2,2,1,18.0,18.0,15.3%,35.5,2,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
27,Wil Lutz,1.0,2.0,50.0,47,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,34.5%,14.4,4,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,baltimore_ravens
27,Greg Zuerlein,1.0,2.0,50.0,29,0.0,1.0,0.0,0.0,0.0,1,2,1,4.0,4.0,1.3%,13.8,8,2021,,,,,,,,,,,,,,,,,,,,
7,Dustin Hopkins,3.0,3.0,100.0,53,0.0,0.0,1.0,1.0,1.0,1,1,1,13.0,13.0,2.3%,31.2,2,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
3,Will Reichard,3.0,3.0,100.0,54,0.0,0.0,0.0,1.0,2.0,2,2,1,16.0,16.0,12.6%,33.3,5,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,
11,Will Reichard,3.0,3.0,100.0,39,0.0,2.0,1.0,0.0,0.0,2,2,1,11.0,11.0,12.6%,30.0,2,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,arizona_cardinals
1,Joshua Karty,5.0,6.0,83.3,55,0.0,1.0,2.0,0.0,2.0,0,0,1,19.0,19.0,12.6%,33.76,10,2021,16,K,ACT,0,208,2,Stanford,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,san_francisco_49ers
18,Jake Moody,1.0,2.0,50.0,26,0.0,1.0,0.0,0.0,0.0,3,3,1,6.0,6.0,12.5%,15.2,3,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,green_bay_packers
16,Chris Boswell,1.0,1.0,100.0,50,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,72.7%,26.3,4,2021,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,green_bay_packers
31,Eddy Pineiro,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.1%,1.4,15,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,tampa_bay_buccaneers
17,Daniel Carlson,2.0,2.0,100.0,27,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,15.3%,26.5,11,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,cincinnati_bengals
5,Tyler Bass,2.0,3.0,66.7,50,0.0,0.0,0.0,1.0,1.0,6,6,1,15.0,15.0,60.9%,25.44,15,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,
14,Jake Elliott,2.0,2.0,100.0,38,0.0,1.0,1.0,0.0,0.0,4,4,1,10.0,10.0,60.8%,28.5,1,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
3,Eddy Pineiro,3.0,3.0,100.0,43,0.0,1.0,1.0,1.0,0.0,3,3,1,13.0,13.0,1.1%,31.3,3,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,
3,Jason Myers,2.0,2.0,100.0,57,0.0,0.0,0.0,0.0,2.0,2,2,1,12.0,12.0,9.1%,29.8,11,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,arizona_cardinals
22,Jake Moody,1.0,1.0,100.0,33,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,12.5%,24.2,11,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
12,Blake Grupe,2.0,2.0,100.0,42,0.0,1.0,0.0,1.0,0.0,3,3,1,10.0,10.0,3.2%,28.5,6,2021,19,K,ACT,0,156,3,Notre Dame,NO,new_orleans_saints,new_orleans_saints,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3,1975,
19,Chad Ryland,1.0,2.0,50.0,28,0.0,1.0,0.0,0.0,0.0,1,1,1,4.0,4.0,3.7%,13.8,14,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,detroit_lions
23,Jake Moody,1.0,2.0,50.0,21,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,12.5%,14.5,16,2021,4,K,ACT,0,210,3,Michigan,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,
25,Matt Gay,1.0,1.0,100.0,25,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,16.3%,24.3,13,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,dallas_cowboys
32,Jake Elliott,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,60.8%,1.4,4,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,kansas_city_chiefs
14,Jason Myers,2.0,2.0,100.0,48,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,9.1%,27.7,15,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,chicago_bears
26,Dustin Hopkins,1.0,1.0,100.0,25,0.0,1.0,0.0,0.0,0.0,0,0,1,3.0,3.0,2.3%,22.9,17,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,
6,Matt Prater,2.0,2.0,100.0,57,0.0,0.0,0.0,1.0,1.0,5,5,1,14.0,14.0,0.8%,31.2,2,2021,5,K,ACT,70,195,18,UCF,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
