Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,R_YDS,Y/R,R_TD,FL,G,FPTS,FPTS/G,ROST,Score,week
242.0,De'Von Achane,10.0,24.0,2.4,9,0,1.0,7.0,7,76.0,10.9,0.0,0.0,1,23.0,23.0,97.9%,50.260000000000005,1
241.0,Rachaad White,15.0,31.0,2.1,15,0,0.0,6.0,6,75.0,12.5,0.0,0.0,1,16.6,16.6,73.8%,47.565000000000005,1
240.0,Joe Mixon,30.0,159.0,5.3,13,0,1.0,3.0,3,19.0,6.3,0.0,0.0,1,26.8,26.8,96.9%,42.045,1
239.0,Saquon Barkley,24.0,109.0,4.5,34,1,2.0,2.0,2,23.0,11.5,1.0,0.0,1,33.2,33.2,99.0%,41.72500000000001,1
238.0,Brian Robinson Jr.,12.0,40.0,3.3,7,0,1.0,3.0,4,49.0,16.3,0.0,0.0,1,17.9,17.9,86.6%,37.095,1
237.0,Bijan Robinson,18.0,68.0,3.8,13,0,0.0,5.0,5,43.0,8.6,0.0,0.0,1,16.1,16.1,98.7%,37.07,1
236.0,Breece Hall,16.0,54.0,3.4,16,0,1.0,5.0,6,39.0,7.8,0.0,1.0,1,18.3,18.3,96.7%,34.71000000000001,1
235.0,Alvin Kamara,15.0,83.0,5.5,17,0,1.0,5.0,5,27.0,5.4,0.0,0.0,1,22.0,22.0,94.9%,34.37500000000001,1
234.0,James Conner,16.0,50.0,3.1,20,1,1.0,3.0,4,33.0,11.0,0.0,0.0,1,19.3,19.3,92.8%,31.965000000000003,1
233.0,Jordan Mason,28.0,147.0,5.3,24,1,1.0,1.0,1,5.0,5.0,0.0,0.0,1,22.2,22.2,68.3%,31.845000000000006,1
232.0,Alexander Mattison,5.0,19.0,3.8,7,0,0.0,4.0,6,43.0,10.8,1.0,0.0,1,16.2,16.2,8.8%,31.22,1
231.0,James Cook,19.0,71.0,3.7,15,0,0.0,3.0,3,32.0,10.7,0.0,0.0,1,13.3,13.3,97.7%,30.905,1
230.0,Austin Ekeler,2.0,10.0,5.0,6,0,0.0,4.0,4,52.0,13.0,0.0,0.0,1,10.2,10.2,69.1%,30.849999999999998,1
229.0,Justice Hill,1.0,3.0,3.0,3,0,0.0,6.0,8,52.0,8.7,0.0,0.0,1,11.5,11.5,21.4%,30.600000000000005,1
228.0,J.K. Dobbins,10.0,135.0,13.5,61,2,1.0,3.0,3,4.0,1.3,0.0,0.0,1,22.9,22.9,58.0%,30.175,1
227.0,Jahmyr Gibbs,11.0,40.0,3.6,8,0,1.0,4.0,6,34.0,8.5,0.0,0.0,1,17.4,17.4,99.0%,30.14,1
226.0,Isiah Pacheco,15.0,45.0,3.0,5,0,1.0,2.0,3,33.0,16.5,0.0,0.0,1,15.8,15.8,90.6%,29.5,1
225.0,Rhamondre Stevenson,25.0,120.0,4.8,17,0,1.0,3.0,3,6.0,2.0,0.0,0.0,1,21.6,21.6,83.1%,29.12,1
224.0,Aaron Jones Sr.,14.0,94.0,6.7,19,0,1.0,2.0,2,15.0,7.5,0.0,0.0,1,18.9,18.9,90.1%,28.305,1
223.0,Jerome Ford,12.0,44.0,3.7,11,0,1.0,6.0,7,25.0,4.2,0.0,0.0,1,18.9,18.9,38.5%,27.555,1
222.0,Josh Jacobs,16.0,84.0,5.3,32,2,0.0,2.0,3,20.0,10.0,0.0,0.0,1,12.4,12.4,98.1%,26.195,1
221.0,Tony Pollard,16.0,82.0,5.1,26,1,1.0,3.0,4,12.0,4.0,0.0,0.0,1,18.4,18.4,88.3%,25.565000000000005,1
220.0,Kenneth Walker III,20.0,103.0,5.2,23,1,1.0,2.0,3,6.0,3.0,0.0,0.0,1,18.9,18.9,94.4%,25.53,1
219.0,Zach Charbonnet,8.0,12.0,1.5,6,0,0.0,2.0,3,29.0,14.5,1.0,0.0,1,12.1,12.1,79.8%,21.925,1
218.0,Kyle Juszczyk,0.0,0.0,0.0,0,0,0.0,2.0,3,40.0,20.0,0.0,0.0,1,6.0,6.0,1.4%,21.2,1
217.0,Zack Moss,9.0,44.0,4.9,16,0,1.0,2.0,4,17.0,8.5,0.0,0.0,1,14.1,14.1,16.9%,21.034999999999997,1
216.0,David Montgomery,17.0,91.0,5.4,21,1,1.0,1.0,1,2.0,2.0,0.0,0.0,1,16.3,16.3,93.9%,20.86,1
215.0,Bucky Irving,9.0,62.0,6.9,31,1,0.0,2.0,3,14.0,7.0,0.0,0.0,1,9.6,9.6,98.1%,19.435,1
214.0,Travis Etienne Jr.,12.0,44.0,3.7,11,0,1.0,2.0,3,15.0,7.5,0.0,1.0,1,11.9,11.9,83.3%,19.055000000000003,1
213.0,Najee Harris,20.0,70.0,3.5,20,1,0.0,1.0,2,9.0,9.0,0.0,0.0,1,8.9,8.9,83.2%,18.125,1
212.0,Ty Chandler,8.0,17.0,2.1,6,0,0.0,3.0,3,25.0,8.3,0.0,0.0,1,7.2,7.2,4.8%,17.965,1
211.0,Jamaal Williams,11.0,38.0,3.5,14,0,1.0,1.0,1,13.0,13.0,0.0,0.0,1,12.1,12.1,1.1%,17.525000000000002,1
241.0,Alvin Kamara,20.0,115.0,5.8,15,0,3.0,2.0,3,65.0,32.5,1.0,0.0,1,44.0,44.0,94.9%,66.52,2
240.0,De'Von Achane,22.0,96.0,4.4,17,0,0.0,7.0,7,69.0,9.9,1.0,0.0,1,29.5,29.5,97.9%,59.36000000000001,2
239.0,Breece Hall,14.0,62.0,4.4,30,1,0.0,7.0,8,52.0,7.4,1.0,0.0,1,24.4,24.4,96.7%,44.96000000000001,2
238.0,Jonathan Taylor,12.0,103.0,8.6,29,1,0.0,2.0,4,32.0,16.0,0.0,0.0,1,15.5,15.5,98.0%,35.14,2
237.0,Tony Pollard,17.0,62.0,3.6,15,0,0.0,5.0,6,40.0,8.0,0.0,0.0,1,15.2,15.2,88.3%,34.54,2
236.0,James Cook,11.0,78.0,7.1,49,1,2.0,1.0,1,17.0,17.0,1.0,0.0,1,28.5,28.5,97.7%,32.565000000000005,2
235.0,Austin Ekeler,8.0,38.0,4.8,13,0,0.0,3.0,3,47.0,15.7,0.0,0.0,1,11.5,11.5,69.1%,32.52,2
234.0,Bijan Robinson,14.0,97.0,6.9,19,0,0.0,4.0,5,25.0,6.3,0.0,0.0,1,16.2,16.2,98.7%,31.884999999999998,2
233.0,Saquon Barkley,22.0,95.0,4.3,11,0,0.0,4.0,5,21.0,5.3,0.0,0.0,1,17.6,17.6,99.0%,30.994999999999997,2
232.0,Javonte Williams,11.0,17.0,1.5,5,0,0.0,5.0,5,48.0,9.6,0.0,0.0,1,11.5,11.5,79.2%,30.875000000000004,2
231.0,Jahmyr Gibbs,13.0,84.0,6.5,24,2,0.0,7.0,7,22.0,3.1,0.0,0.0,1,17.6,17.6,99.0%,30.075000000000003,2
230.0,David Montgomery,11.0,35.0,3.2,9,0,1.0,4.0,4,35.0,8.8,0.0,0.0,1,17.0,17.0,93.9%,29.83,2
229.0,Isiah Pacheco,19.0,90.0,4.7,11,0,0.0,5.0,5,21.0,4.2,0.0,0.0,1,16.1,16.1,90.6%,29.605,2
228.0,Zach Charbonnet,14.0,38.0,2.7,9,0,1.0,5.0,5,31.0,6.2,0.0,0.0,1,17.9,17.9,79.8%,29.105,2
227.0,J.K. Dobbins,17.0,131.0,7.7,43,1,1.0,1.0,1,0.0,0.0,0.0,0.0,1,20.1,20.1,58.0%,26.205000000000005,2
226.0,Aaron Jones Sr.,9.0,32.0,3.6,9,0,0.0,5.0,6,36.0,7.2,0.0,1.0,1,9.8,9.8,90.1%,26.139999999999997,2
225.0,James Conner,21.0,122.0,5.8,22,1,1.0,1.0,1,2.0,2.0,0.0,0.0,1,19.4,19.4,92.8%,25.97,2
224.0,Braelon Allen,7.0,33.0,4.7,20,1,1.0,2.0,4,23.0,11.5,1.0,0.0,1,19.6,19.6,28.8%,25.555000000000003,2
223.0,Josh Jacobs,32.0,151.0,4.7,34,1,0.0,0.0,0,0.0,0,0.0,1.0,1,13.1,13.1,98.1%,25.455000000000002,2
222.0,Brian Robinson Jr.,17.0,133.0,7.8,40,2,0.0,1.0,3,3.0,3.0,0.0,0.0,1,14.6,14.6,86.6%,24.92,2
221.0,Derrick Henry,18.0,84.0,4.7,29,1,1.0,1.0,1,12.0,12.0,0.0,0.0,1,16.6,16.6,98.7%,24.805000000000007,2
220.0,Kyren Williams,12.0,25.0,2.1,9,0,1.0,4.0,5,27.0,6.8,0.0,0.0,1,15.2,15.2,97.7%,24.264999999999997,2
219.0,Rhamondre Stevenson,21.0,81.0,3.9,18,0,1.0,2.0,5,9.0,4.5,0.0,0.0,1,17.0,17.0,83.1%,23.634999999999998,2
218.0,Jordan Mason,20.0,100.0,5.0,22,1,1.0,1.0,1,4.0,4.0,0.0,0.0,1,17.4,17.4,68.3%,23.450000000000003,2
217.0,Rico Dowdle,7.0,30.0,4.3,7,0,0.0,4.0,5,29.0,7.3,0.0,0.0,1,9.9,9.9,41.4%,22.744999999999997,2
216.0,Antonio Gibson,11.0,96.0,8.7,45,1,0.0,1.0,1,7.0,7.0,0.0,0.0,1,11.3,11.3,13.5%,20.905,2
215.0,Chuba Hubbard,10.0,64.0,6.4,23,1,0.0,4.0,5,12.0,3.0,0.0,0.0,1,11.6,11.6,94.1%,19.96,2
214.0,Joe Mixon,9.0,25.0,2.8,16,0,0.0,3.0,5,25.0,8.3,0.0,0.0,1,8.0,8.0,96.9%,19.37,2
213.0,Devin Singletary,16.0,95.0,5.9,22,1,1.0,1.0,1,0.0,0.0,0.0,1.0,1,14.5,14.5,9.4%,19.335,2
212.0,D'Andre Swift,14.0,18.0,1.3,7,0,0.0,4.0,5,24.0,6.0,0.0,0.0,1,8.2,8.2,89.3%,18.695,2
211.0,Jaylen Warren,9.0,42.0,4.7,11,0,0.0,2.0,2,19.0,9.5,0.0,0.0,1,8.1,8.1,85.3%,18.605,2
210.0,Travis Etienne Jr.,13.0,52.0,4.0,20,1,1.0,3.0,4,6.0,2.0,0.0,0.0,1,14.8,14.8,83.3%,17.600000000000005,2
241.0,Chuba Hubbard,21.0,114.0,5.4,14,0,0.0,5.0,5,55.0,11.0,1.0,0.0,1,27.9,27.9,94.1%,53.91,3
240.0,Aaron Jones Sr.,19.0,102.0,5.4,39,1,0.0,5.0,6,46.0,9.2,1.0,0.0,1,25.8,25.8,90.1%,47.410000000000004,3
239.0,Derrick Henry,25.0,151.0,6.0,29,2,2.0,1.0,1,23.0,23.0,0.0,0.0,1,30.4,30.4,98.7%,44.35,3
238.0,Kyren Williams,24.0,89.0,3.7,13,0,2.0,2.0,2,27.0,13.5,1.0,0.0,1,31.6,31.6,97.7%,40.605000000000004,3
237.0,Saquon Barkley,17.0,147.0,8.6,65,2,2.0,4.0,4,9.0,2.3,0.0,0.0,1,33.6,33.6,99.0%,39.14,3
236.0,Jonathan Taylor,23.0,110.0,4.8,29,2,2.0,1.0,2,25.0,25.0,0.0,0.0,1,26.5,26.5,98.0%,38.82000000000001,3
235.0,Alvin Kamara,26.0,87.0,3.3,16,0,0.0,3.0,3,40.0,13.3,0.0,0.0,1,15.7,15.7,94.9%,37.94500000000001,3
234.0,Devin Singletary,16.0,65.0,4.1,43,1,1.0,4.0,4,43.0,10.8,0.0,1.0,1,18.8,18.8,9.4%,37.865,3
233.0,James Cook,11.0,39.0,3.5,13,0,1.0,4.0,5,48.0,12.0,0.0,0.0,1,18.7,18.7,97.7%,36.975,3
232.0,Zack Moss,12.0,58.0,4.8,15,0,1.0,5.0,6,39.0,7.8,0.0,0.0,1,20.7,20.7,16.9%,36.220000000000006,3
231.0,Zach Charbonnet,18.0,91.0,5.1,13,0,2.0,3.0,4,16.0,5.3,0.0,0.0,1,25.7,25.7,79.8%,32.215,3
230.0,David Montgomery,23.0,105.0,4.6,16,0,1.0,3.0,3,17.0,5.7,0.0,0.0,1,21.2,21.2,93.9%,32.14,3
229.0,Emanuel Wilson,12.0,50.0,4.2,10,0,0.0,2.0,2,35.0,17.5,1.0,0.0,1,16.5,16.5,3.5%,31.429999999999996,3
228.0,Tyjae Spears,2.0,7.0,3.5,6,0,0.0,4.0,4,54.0,13.5,0.0,0.0,1,10.1,10.1,69.2%,31.174999999999997,3
227.0,Breece Hall,16.0,54.0,3.4,10,0,1.0,4.0,5,29.0,7.3,0.0,0.0,1,18.3,18.3,96.7%,30.21,3
226.0,Jahmyr Gibbs,16.0,83.0,5.2,18,0,0.0,0.0,0,20.0,0,1.0,0.0,1,16.3,16.3,99.0%,28.230000000000004,3
225.0,Jerome Ford,10.0,37.0,3.7,12,0,0.0,3.0,4,33.0,11.0,0.0,0.0,1,10.0,10.0,38.5%,25.405,3
224.0,Alexander Mattison,3.0,7.0,2.3,3,0,1.0,3.0,3,37.0,12.3,0.0,0.0,1,13.4,13.4,8.8%,25.095000000000002,3
223.0,Roschon Johnson,8.0,30.0,3.8,9,0,0.0,4.0,5,32.0,8.0,0.0,0.0,1,10.2,10.2,27.1%,24.27,3
222.0,Najee Harris,18.0,70.0,3.9,21,1,0.0,5.0,5,16.0,3.2,0.0,0.0,1,13.6,13.6,83.2%,23.885,3
221.0,Travis Etienne Jr.,11.0,68.0,6.2,22,1,0.0,4.0,6,17.0,4.3,0.0,0.0,1,12.5,12.5,83.3%,23.13,3
220.0,Ty Johnson,3.0,18.0,6.0,18,0,0.0,3.0,3,28.0,9.3,1.0,0.0,1,13.6,13.6,5.4%,23.1,3
219.0,Austin Ekeler,3.0,35.0,11.7,24,1,1.0,2.0,2,22.0,11.0,0.0,0.0,1,13.7,13.7,69.1%,22.605000000000004,3
218.0,De'Von Achane,11.0,30.0,2.7,13,0,0.0,3.0,5,28.0,9.3,0.0,0.0,1,8.8,8.8,97.9%,21.805000000000003,3
217.0,Hunter Luepke,0.0,0.0,0.0,0,0,0.0,2.0,3,41.0,20.5,0.0,0.0,1,6.1,6.1,0.1%,21.699999999999996,3
216.0,Bucky Irving,9.0,70.0,7.8,32,1,0.0,3.0,3,14.0,4.7,0.0,0.0,1,11.4,11.4,98.1%,21.370000000000005,3
215.0,Bijan Robinson,16.0,31.0,1.9,7,0,1.0,2.0,2,21.0,10.5,0.0,0.0,1,13.2,13.2,98.7%,21.335000000000004,3
214.0,Jordan Mason,19.0,77.0,4.1,18,0,0.0,2.0,2,11.0,5.5,0.0,0.0,1,10.8,10.8,68.3%,20.765,3
213.0,Rico Dowdle,8.0,32.0,4.0,6,0,0.0,3.0,5,24.0,8.0,0.0,0.0,1,8.6,8.6,41.4%,20.0,3
212.0,Javonte Williams,5.0,12.0,2.4,5,0,0.0,4.0,4,29.0,7.3,0.0,1.0,1,6.1,6.1,79.2%,18.459999999999997,3
211.0,Braelon Allen,11.0,55.0,5.0,11,0,0.0,3.0,3,13.0,4.3,0.0,0.0,1,9.8,9.8,28.8%,18.400000000000002,3
210.0,Justice Hill,5.0,33.0,6.6,17,0,0.0,2.0,2,21.0,10.5,0.0,0.0,1,7.4,7.4,21.4%,18.14,3
242.0,D'Andre Swift,16.0,93.0,5.8,36,1,1.0,7.0,7,72.0,10.3,0.0,0.0,1,29.5,29.5,89.3%,59.720000000000006,4
241.0,Justice Hill,4.0,18.0,4.5,11,0,0.0,6.0,6,78.0,13.0,1.0,0.0,1,21.6,21.6,21.4%,49.775,4
240.0,Derrick Henry,24.0,199.0,8.3,87,3,1.0,3.0,3,10.0,3.3,1.0,0.0,1,35.9,35.9,98.7%,46.795,4
239.0,Jordan Mason,24.0,123.0,5.1,25,2,1.0,2.0,3,37.0,18.5,0.0,0.0,1,24.0,24.0,68.3%,44.41500000000001,4
238.0,Kenneth Walker III,12.0,80.0,6.7,28,3,3.0,4.0,5,36.0,9.0,0.0,0.0,1,33.6,33.6,94.4%,43.904999999999994,4
237.0,Alvin Kamara,19.0,77.0,4.1,15,0,1.0,7.0,9,42.0,6.0,0.0,0.0,1,24.9,24.9,94.9%,42.36500000000001,4
236.0,Aaron Jones Sr.,22.0,93.0,4.2,17,0,0.0,4.0,5,46.0,11.5,0.0,0.0,1,17.9,17.9,90.1%,42.17999999999999,4
235.0,Antonio Gibson,6.0,12.0,2.0,5,0,0.0,3.0,4,67.0,22.3,0.0,0.0,1,10.9,10.9,13.5%,38.00000000000001,4
234.0,Najee Harris,13.0,19.0,1.5,5,0,0.0,3.0,6,54.0,18.0,0.0,0.0,1,10.3,10.3,83.2%,33.175000000000004,4
233.0,Chuba Hubbard,18.0,104.0,5.8,38,1,1.0,4.0,4,17.0,4.3,0.0,0.0,1,22.1,22.1,94.1%,32.27,4
232.0,Saquon Barkley,10.0,84.0,8.4,59,1,0.0,2.0,4,32.0,16.0,0.0,0.0,1,13.6,13.6,99.0%,32.06,4
231.0,David Montgomery,12.0,40.0,3.3,13,0,1.0,1.0,1,40.0,40.0,0.0,0.0,1,15.0,15.0,93.9%,31.395000000000003,4
230.0,Dare Ogunbowale,2.0,7.0,3.5,6,0,0.0,4.0,4,47.0,11.8,1.0,0.0,1,15.4,15.4,1.5%,31.074999999999996,4
229.0,Bijan Robinson,7.0,28.0,4.0,9,0,0.0,4.0,4,46.0,11.5,0.0,0.0,1,11.4,11.4,98.7%,30.9,4
228.0,Jonathan Taylor,21.0,88.0,4.2,21,1,1.0,3.0,4,20.0,6.7,0.0,0.0,1,19.8,19.8,98.0%,30.830000000000005,4
227.0,Tony Pollard,22.0,88.0,4.0,41,1,1.0,2.0,2,20.0,10.0,0.0,0.0,1,18.8,18.8,88.3%,30.3,4
226.0,Zack Moss,15.0,51.0,3.4,13,0,0.0,4.0,4,27.0,6.8,1.0,0.0,1,17.8,17.8,16.9%,28.96,4
225.0,Brian Robinson Jr.,21.0,101.0,4.8,18,0,1.0,3.0,3,12.0,4.0,0.0,0.0,1,20.3,20.3,86.6%,28.870000000000008,4
224.0,Jerome Ford,10.0,58.0,5.8,35,1,0.0,7.0,7,27.0,3.9,0.0,0.0,1,15.5,15.5,38.5%,28.27,4
223.0,Rachaad White,10.0,49.0,4.9,17,0,0.0,2.0,3,35.0,17.5,0.0,0.0,1,10.4,10.4,73.8%,27.785000000000004,4
222.0,Chase Brown,15.0,80.0,5.3,20,1,2.0,2.0,3,12.0,6.0,0.0,0.0,1,23.2,23.2,95.0%,27.695,4
221.0,Kyren Williams,19.0,94.0,4.9,14,0,1.0,4.0,4,10.0,2.5,0.0,0.0,1,20.4,20.4,97.7%,27.235,4
220.0,James Conner,18.0,104.0,5.8,20,1,1.0,1.0,1,9.0,9.0,0.0,0.0,1,18.3,18.3,92.8%,26.470000000000002,4
