Rank,Player,Team Name,Score,FPTS,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,G,ROST,week,year
486,Graham Gano,New York Giants,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,2.6%,14,2021
198,Ka'Imi Fairbairn,Houston Texans,27.8,9.0,2,2,100.0,61,0,1,0,0,1,1,1,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,65.3%,14,2021
465,Chris Boswell,Pittsburgh Steelers,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,72.7%,14,2021
501,Matthew Wright,Carolina Panthers,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,2.2%,14,2021
48,Cairo Santos,Chicago Bears,32.0,14.0,3,3,100.0,44,0,1,0,2,0,3,3,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,15.2%,14,2021
46,Harrison Butker,Kansas City Chiefs,31.2,14.0,2,2,100.0,54,0,0,1,0,1,6,6,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,14,2021
272,Jason Sanders,Miami Dolphins,25.7,7.0,1,1,100.0,24,0,1,0,0,0,4,4,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,15,2021
200,Jake Elliott,Philadelphia Eagles,27.8,9.0,2,2,100.0,37,0,1,1,0,0,3,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,15,2021
22,Ka'Imi Fairbairn,Houston Texans,33.4,16.0,3,3,100.0,52,0,1,0,0,2,3,3,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,15,2021
233,Harrison Butker,Kansas City Chiefs,27.0,8.0,2,2,100.0,33,0,0,2,0,0,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,15,2021
234,Younghoe Koo,Atlanta Falcons,27.1,8.0,2,2,100.0,48,0,1,0,1,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,21.9%,15,2021
273,Graham Gano,New York Giants,26.3,7.0,2,2,100.0,42,0,0,1,1,0,0,0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,2.6%,15,2021
400,Dustin Hopkins,Cleveland Browns,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,2.2%,15,2021
316,Brandon Mcmanus,Green Bay Packers,15.1,6.0,1,2,50.0,54,0,0,0,0,1,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,15,2021
399,Jason Myers,Seattle Seahawks,23.5,4.0,1,1,100.0,39,0,0,1,0,0,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,8.6%,15,2021
95,Daniel Carlson,Las Vegas Raiders,30.6,12.0,3,3,100.0,48,0,1,0,2,0,1,1,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,15,2021
163,Matt Gay,Washington Commanders,28.4,10.0,2,2,100.0,55,0,0,1,0,1,2,2,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,15.7%,15,2021
162,Matthew Wright,Carolina Panthers,29.2,10.0,3,3,100.0,38,0,1,2,0,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,2.2%,15,2021
466,Chase Mclaughlin,Tampa Bay Buccaneers,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,70.7%,15,2021
362,Greg Joseph,San Francisco 49ers,24.2,5.0,1,1,100.0,37,0,0,1,0,0,2,2,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,15,2021
30,Chris Boswell,Pittsburgh Steelers,29.6,15.0,4,5,80.0,48,0,1,1,2,0,1,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,15,2021
274,Tyler Bass,Buffalo Bills,25.7,7.0,1,1,100.0,26,0,1,0,0,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,15,2021
431,Cairo Santos,Chicago Bears,13.0,3.0,1,2,50.0,34,0,0,1,0,0,0,0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,15.2%,15,2021
68,Evan Mcpherson,Cincinnati Bengals,31.3,13.0,3,3,100.0,58,0,1,0,0,2,0,0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,15,2021
128,Younghoe Koo,Atlanta Falcons,29.1,11.0,2,2,100.0,53,0,0,0,1,1,2,2,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,16,2021
201,Tyler Bass,Buffalo Bills,27.8,9.0,2,2,100.0,34,0,1,1,0,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,16,2021
319,Daniel Carlson,Las Vegas Raiders,24.9,6.0,1,1,100.0,41,0,0,0,1,0,2,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,16,2021
363,Cairo Santos,Chicago Bears,24.2,5.0,1,1,100.0,35,0,0,1,0,0,2,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,16,2021
318,Jason Myers,Seattle Seahawks,15.1,6.0,1,2,50.0,36,0,0,1,0,0,3,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,8.6%,16,2021
317,Graham Gano,New York Giants,24.9,6.0,1,1,100.0,54,0,0,0,0,1,1,1,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,2.6%,16,2021
401,Chris Boswell,Pittsburgh Steelers,13.7,4.0,1,2,50.0,34,0,0,1,0,0,1,1,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,72.7%,16,2021
164,Brandon Mcmanus,Green Bay Packers,21.94,10.0,2,3,66.7,55,0,0,0,1,1,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,16,2021
202,Jason Sanders,Miami Dolphins,21.24,9.0,2,3,66.7,48,0,0,1,1,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,16,2021
129,Evan Mcpherson,Cincinnati Bengals,22.64,11.0,2,3,66.7,36,0,0,2,0,0,5,5,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,16,2021
127,Matthew Wright,Carolina Panthers,29.9,11.0,3,3,100.0,45,0,1,0,2,0,0,0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,2.2%,16,2021
98,Greg Joseph,San Francisco 49ers,30.7,12.0,3,3,100.0,44,0,2,0,1,0,2,2,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,0.7%,16,2021
165,Jake Elliott,Philadelphia Eagles,22.04,10.0,2,3,66.7,37,0,1,1,0,0,4,4,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,16,2021
96,Dustin Hopkins,Cleveland Browns,30.5,12.0,3,3,100.0,50,0,0,1,1,1,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,2.2%,16,2021
467,Joey Slye,Tennessee Titans,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,16,2021
97,Matt Gay,Washington Commanders,30.6,12.0,3,3,100.0,32,0,1,2,0,0,3,3,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,15.7%,16,2021
434,Jason Sanders,Miami Dolphins,13.0,3.0,1,2,50.0,39,0,0,1,0,0,0,0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,44.9%,17,2021
468,Chase Mclaughlin,Tampa Bay Buccaneers,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,17,2021
469,Matt Gay,Washington Commanders,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,15.7%,17,2021
402,Matthew Wright,Carolina Panthers,23.6,4.0,1,1,100.0,29,0,1,0,0,0,1,1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,2.2%,17,2021
166,Cairo Santos,Chicago Bears,28.5,10.0,2,2,100.0,44,0,1,0,1,0,3,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,17,2021
167,Dustin Hopkins,Cleveland Browns,28.5,10.0,2,2,100.0,23,1,1,0,0,0,4,4,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,2.2%,17,2021
99,Joey Slye,Tennessee Titans,30.5,12.0,3,3,100.0,55,0,0,2,0,1,1,1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,17,2021
69,Daniel Carlson,Las Vegas Raiders,31.2,13.0,3,3,100.0,47,0,0,1,2,0,2,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,17,2021
168,Jake Elliott,Philadelphia Eagles,28.4,10.0,2,2,100.0,42,0,0,0,2,0,2,2,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,17,2021
432,Tyler Bass,Buffalo Bills,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,17,2021
203,Brandon Mcmanus,Green Bay Packers,27.8,9.0,2,2,100.0,61,0,1,0,0,1,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,17,2021
487,Ka'Imi Fairbairn,Houston Texans,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,65.3%,17,2021
7,Jason Myers,Seattle Seahawks,34.7,18.0,3,3,100.0,51,0,0,1,1,1,6,6,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,17,2021
275,Harrison Butker,Kansas City Chiefs,25.6,7.0,1,1,100.0,34,0,0,1,0,0,4,4,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,69.3%,17,2021
276,Younghoe Koo,Atlanta Falcons,26.5,7.0,2,2,100.0,28,0,2,0,0,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,21.9%,17,2021
130,Evan Mcpherson,Cincinnati Bengals,29.2,11.0,2,2,100.0,46,0,1,0,1,0,4,4,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,17,2021
11,Chris Boswell,Pittsburgh Steelers,34.8,17.0,4,4,100.0,50,0,1,1,1,1,2,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,17,2021
320,Greg Joseph,San Francisco 49ers,24.9,6.0,1,1,100.0,51,0,0,0,0,1,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,17,2021
433,Graham Gano,New York Giants,22.8,3.0,1,1,100.0,38,0,0,1,0,0,0,0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,2.6%,17,2021
224,Evan Mcpherson,Cincinnati Bengals,20.64,8.0,2,3,66.7,59,0,1,0,0,1,0,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,44.3%,1,2022
182,Daniel Carlson,Las Vegas Raiders,27.8,9.0,2,2,100.0,55,0,1,0,0,1,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,14.9%,1,2022
266,Dustin Hopkins,Cleveland Browns,15.8,7.0,1,2,50.0,43,0,0,0,1,0,3,3,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,1,2022
59,Greg Joseph,San Francisco 49ers,31.4,13.0,3,3,100.0,56,0,2,0,0,1,2,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,0.7%,1,2022
225,Tyler Bass,Buffalo Bills,26.3,8.0,1,1,100.0,41,0,0,0,1,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,1,2022
226,Jake Elliott,Philadelphia Eagles,26.4,8.0,1,1,100.0,23,0,1,0,0,0,5,5,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,1,2022
140,Ka'Imi Fairbairn,Houston Texans,28.4,10.0,2,2,100.0,45,0,0,0,2,0,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,1,2022
141,Jason Sanders,Miami Dolphins,28.4,10.0,2,2,100.0,49,0,0,0,2,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,1,2022
490,Cairo Santos,Chicago Bears,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,1,2022
142,Wil Lutz,Denver Broncos,21.94,10.0,2,3,66.7,51,0,0,0,1,1,1,1,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,34.5%,1,2022
5,Younghoe Koo,Atlanta Falcons,32.4,19.0,4,5,80.0,54,0,1,0,1,2,2,2,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,21.9%,1,2022
37,Chris Boswell,Pittsburgh Steelers,27.2,14.0,3,4,75.0,53,0,1,0,1,1,2,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,1,2022
491,Graham Gano,New York Giants,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,1,2022
306,Jason Myers,Seattle Seahawks,24.9,6.0,1,1,100.0,49,0,0,0,1,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,1,2022
305,Matt Gay,Washington Commanders,24.9,6.0,1,1,100.0,57,0,0,0,0,1,1,1,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,1,2022
181,Harrison Butker,Kansas City Chiefs,27.0,9.0,1,1,100.0,54,0,0,0,0,1,4,4,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,1,2022
110,Brandon Mcmanus,Green Bay Packers,25.1,11.0,3,4,75.0,40,0,1,1,1,0,1,1,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,7.7%,1,2022
476,Joey Slye,Tennessee Titans,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.1%,1,2022
111,Ka'Imi Fairbairn,Houston Texans,29.9,11.0,3,3,100.0,44,0,1,0,2,0,0,0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,65.3%,2,2022
267,Matt Gay,Washington Commanders,25.7,7.0,1,1,100.0,20,0,1,0,0,0,4,4,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,15.7%,2,2022
61,Daniel Carlson,Las Vegas Raiders,31.3,13.0,3,3,100.0,55,0,1,1,0,1,2,2,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,14.9%,2,2022
60,Evan Mcpherson,Cincinnati Bengals,31.2,13.0,3,3,100.0,50,0,0,0,2,1,0,0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,44.3%,2,2022
77,Brandon Mcmanus,Green Bay Packers,30.7,12.0,3,3,100.0,50,0,2,0,0,1,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,2,2022
76,Tyler Bass,Buffalo Bills,29.8,12.0,2,2,100.0,49,0,0,1,1,0,5,5,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,2,2022
309,Jake Elliott,Philadelphia Eagles,15.1,6.0,1,2,50.0,38,0,0,1,0,0,3,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,2,2022
308,Jason Sanders,Miami Dolphins,4.2,6.0,0,0,0.0,0,0,0,0,0,0,6,6,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,2,2022
307,Dustin Hopkins,Cleveland Browns,24.9,6.0,1,1,100.0,31,0,0,1,0,0,3,3,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.2%,2,2022
492,Jason Myers,Seattle Seahawks,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,8.6%,2,2022
506,Chase Mclaughlin,Tampa Bay Buccaneers,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,2,2022
493,Greg Joseph,San Francisco 49ers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,2,2022
494,Joey Slye,Tennessee Titans,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,2,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,2.1%,2,2022
405,Wil Lutz,Denver Broncos,23.5,4.0,1,1,100.0,31,0,0,1,0,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,2,2022
227,Chris Boswell,Pittsburgh Steelers,27.0,8.0,2,2,100.0,52,0,0,1,0,1,0,0,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,1,72.7%,2,2022
352,Younghoe Koo,Atlanta Falcons,14.5,5.0,1,2,50.0,26,0,1,0,0,0,2,2,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,21.9%,2,2022
16,Graham Gano,New York Giants,34.7,17.0,4,4,100.0,56,0,0,2,0,2,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,2,2022
351,Cairo Santos,Chicago Bears,24.2,5.0,1,1,100.0,44,0,0,0,1,0,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,15.2%,2,2022
442,Jason Sanders,Miami Dolphins,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,3,2022
28,Graham Gano,New York Giants,27.8,15.0,3,4,75.0,51,0,0,0,1,2,1,1,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,2.6%,3,2022
354,Tyler Bass,Buffalo Bills,14.4,5.0,1,2,50.0,30,0,0,1,0,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,61.0%,3,2022
406,Dustin Hopkins,Cleveland Browns,23.6,4.0,1,1,100.0,25,0,1,0,0,0,1,1,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,3,2022
407,Greg Joseph,San Francisco 49ers,3.2,4.0,0,2,0.0,0,0,0,0,0,0,4,4,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,0.7%,3,2022
507,Joey Slye,Tennessee Titans,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,3,2022
477,Wil Lutz,Denver Broncos,1.8,2.0,0,2,0.0,0,0,0,0,0,0,2,2,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,3,2022
183,Matt Gay,Washington Commanders,27.8,9.0,2,2,100.0,40,0,1,0,1,0,2,2,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,15.7%,3,2022
112,Jason Myers,Seattle Seahawks,29.9,11.0,3,3,100.0,32,0,1,2,0,0,2,2,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,8.6%,3,2022
113,Chase Mclaughlin,Tampa Bay Buccaneers,29.1,11.0,2,2,100.0,51,0,0,0,1,1,2,2,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,70.7%,3,2022
353,Brandon Mcmanus,Green Bay Packers,14.4,5.0,1,2,50.0,55,0,0,0,0,1,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,3,2022
355,Chris Boswell,Pittsburgh Steelers,14.4,5.0,1,2,50.0,34,0,0,1,0,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,72.7%,3,2022
228,Ka'Imi Fairbairn,Houston Texans,27.1,8.0,2,2,100.0,39,0,1,1,0,0,2,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,65.3%,3,2022
38,Cairo Santos,Chicago Bears,31.9,14.0,3,3,100.0,50,0,0,1,1,1,2,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,3,2022
310,Jake Elliott,Philadelphia Eagles,24.9,6.0,1,1,100.0,32,0,0,1,0,0,3,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,3,2022
143,Evan Mcpherson,Cincinnati Bengals,22.04,10.0,2,3,66.7,43,0,1,0,1,0,3,3,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,3,2022
78,Younghoe Koo,Atlanta Falcons,29.8,12.0,2,2,100.0,54,0,0,0,1,1,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,3,2022
144,Daniel Carlson,Las Vegas Raiders,29.2,10.0,3,3,100.0,35,0,1,2,0,0,1,1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,14.9%,3,2022
269,Ka'Imi Fairbairn,Houston Texans,15.8,7.0,1,2,50.0,40,0,0,0,1,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,65.3%,4,2022
356,Brandon Mcmanus,Green Bay Packers,24.3,5.0,1,1,100.0,28,0,1,0,0,0,2,3,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,4,2022
359,Jake Elliott,Philadelphia Eagles,24.3,5.0,1,1,100.0,28,0,1,0,0,0,2,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,4,2022
358,Joey Slye,Tennessee Titans,24.2,5.0,1,1,100.0,45,0,0,0,1,0,1,1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,4,2022
39,Daniel Carlson,Las Vegas Raiders,32.8,14.0,4,4,100.0,39,0,2,2,0,0,2,3,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,4,2022
145,Dustin Hopkins,Cleveland Browns,28.5,10.0,2,2,100.0,37,0,1,1,0,0,4,4,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,2.2%,4,2022
79,Chris Boswell,Pittsburgh Steelers,29.8,12.0,2,2,100.0,59,0,0,0,0,2,2,2,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,72.7%,4,2022
80,Younghoe Koo,Atlanta Falcons,30.6,12.0,3,3,100.0,45,0,1,1,1,0,2,2,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,4,2022
81,Matthew Wright,Carolina Panthers,29.8,12.0,2,2,100.0,44,0,0,1,1,0,5,5,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,2.2%,4,2022
40,Jason Myers,Seattle Seahawks,24.84,14.0,2,3,66.7,56,0,1,0,0,1,6,6,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,4,2022
