Rank,Player,Team Name,Score,FPTS,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,G,ROST,week,year
215,Nick Folk,Free Agent,27.0,9.0,1,1,100.0,32,0,0,1,0,0,6,6,,,,,,,,,,1,0.9%,13,2020
305,Rodrigo Blankenship,Free Agent,25.6,7.0,1,1,100.0,42,0,0,0,1,0,3,3,,,,,,,,,,1,0.2%,13,2020
430,Zane Gonzalez,Free Agent,3.0,4.0,0,1,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,6.9%,13,2020
306,Robbie Gould,Free Agent,25.6,7.0,1,1,100.0,45,0,0,0,1,0,3,3,,,,,,,,,,1,1.1%,13,2020
266,Dan Bailey,Free Agent,20.64,8.0,2,3,66.7,48,0,1,0,1,0,1,3,,,,,,,,,,1,1.1%,13,2020
108,Cody Parkey,Free Agent,29.9,12.0,2,2,100.0,43,0,1,0,1,0,5,5,,,,,,,,,,1,1.4%,13,2020
501,Randy Bullock,Free Agent,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1.1%,13,2020
393,Greg Zuerlein,Free Agent,9.8,5.0,1,4,25.0,31,0,0,1,0,0,2,2,,,,,,,,,,1,1.3%,13,2020
484,Sergio Castillo,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,3,,,,,,,,,,1,0.0%,13,2020
179,Justin Tucker,Free Agent,22.04,10.0,2,3,66.7,35,0,1,1,0,0,4,4,,,,,,,,,,1,12.5%,13,2020
304,Mason Crosby,Free Agent,25.6,7.0,1,1,100.0,40,0,0,0,1,0,3,4,,,,,,,,,,1,0.1%,13,2020
461,Stephen Gostkowski,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,0.8%,13,2020
521,Michael Badgley,Free Agent,0.4,0.0,0,2,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,6.2%,13,2020
522,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,13,2020
56,Mike Nugent,Free Agent,32.6,14.0,4,4,100.0,37,0,0,4,0,0,2,2,,,,,,,,,,1,1.0%,14,2020
524,Dan Bailey,Free Agent,0.6,0.0,0,3,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,1,1.1%,14,2020
431,Cody Parkey,Free Agent,3.0,4.0,0,1,0.0,0,0,0,0,0,0,4,5,,,,,,,,,,1,1.4%,14,2020
462,Nick Folk,Free Agent,22.9,3.0,1,1,100.0,29,0,1,0,0,0,0,0,,,,,,,,,,1,0.9%,14,2020
523,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,14,2020
502,Robbie Gould,Free Agent,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1.1%,14,2020
220,Mason Crosby,Free Agent,27.0,9.0,1,1,100.0,57,0,0,0,0,1,4,4,,,,,,,,,,1,0.1%,14,2020
219,Ryan Succop,Free Agent,27.7,9.0,2,2,100.0,48,1,0,0,1,0,2,3,,,,,,,,,,1,1.5%,14,2020
218,Justin Tucker,Free Agent,27.0,9.0,1,1,100.0,55,0,0,0,0,1,4,5,,,,,,,,,,1,12.5%,14,2020
503,Austin Seibert,Free Agent,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,0.7%,14,2020
58,Greg Zuerlein,Free Agent,32.0,14.0,3,3,100.0,55,0,1,1,0,1,3,3,,,,,,,,,,1,1.3%,14,2020
432,Sergio Castillo,Free Agent,9.1,4.0,1,4,25.0,45,0,0,0,1,0,0,0,,,,,,,,,,1,0.0%,14,2020
345,Matt Prater,Free Agent,24.9,6.0,1,1,100.0,32,0,0,1,0,0,3,3,,,,,,,,,,1,0.8%,14,2020
346,Aldrick Rosas,Free Agent,15.1,6.0,1,2,50.0,53,0,0,0,0,1,1,1,,,,,,,,,,1,0.0%,14,2020
216,Stephen Gostkowski,Free Agent,27.0,9.0,1,1,100.0,53,0,0,0,0,1,4,4,,,,,,,,,,1,0.8%,14,2020
217,Michael Badgley,Free Agent,27.7,9.0,2,2,100.0,43,0,0,1,1,0,2,2,,,,,,,,,,1,6.2%,14,2020
57,Rodrigo Blankenship,Free Agent,32.1,14.0,3,3,100.0,35,0,2,1,0,0,5,5,,,,,,,,,,1,0.2%,14,2020
39,Nick Folk,Free Agent,33.3,15.0,4,4,100.0,45,0,0,1,3,0,0,0,,,,,,,,,,1,0.9%,15,2020
269,Mason Crosby,Free Agent,26.3,8.0,1,1,100.0,51,0,0,0,0,1,3,3,,,,,,,,,,1,0.1%,15,2020
504,Taylor Russolino,Free Agent,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,3,,,,,,,,,,1,1.1%,15,2020
486,Aldrick Rosas,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,,,,,,,,,,1,0.0%,15,2020
135,Sam Ficken,Free Agent,30.0,11.0,3,3,100.0,39,0,2,1,0,0,2,2,,,,,,,,,,1,0.0%,15,2020
347,Michael Badgley,Free Agent,12.06,6.0,1,3,33.3,22,0,1,0,0,0,3,3,,,,,,,,,,1,6.2%,15,2020
485,Cody Parkey,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,3,,,,,,,,,,1,1.4%,15,2020
308,Matt Prater,Free Agent,25.6,7.0,1,1,100.0,53,0,0,0,0,1,2,3,,,,,,,,,,1,0.8%,15,2020
136,Rodrigo Blankenship,Free Agent,29.1,11.0,2,2,100.0,53,0,0,1,0,1,3,3,,,,,,,,,,1,0.2%,15,2020
525,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,15,2020
268,Mike Nugent,Free Agent,26.3,8.0,1,1,100.0,40,0,0,0,1,0,4,4,,,,,,,,,,1,1.0%,15,2020
221,Austin Seibert,Free Agent,21.24,9.0,2,3,66.7,34,0,0,2,0,0,3,3,,,,,,,,,,1,0.7%,15,2020
222,Dan Bailey,Free Agent,27.9,9.0,2,2,100.0,24,0,2,0,0,0,3,3,,,,,,,,,,1,1.1%,15,2020
307,Ryan Succop,Free Agent,25.7,7.0,1,1,100.0,27,0,1,0,0,0,4,4,,,,,,,,,,1,1.5%,15,2020
79,Greg Zuerlein,Free Agent,24.04,13.0,2,3,66.7,48,0,0,0,2,0,5,5,,,,,,,,,,1,1.3%,15,2020
223,Justin Tucker,Free Agent,17.2,9.0,1,2,50.0,46,0,0,0,1,0,5,5,,,,,,,,,,1,12.5%,15,2020
267,Stephen Gostkowski,Free Agent,26.3,8.0,1,1,100.0,38,0,0,1,0,0,5,5,,,,,,,,,,1,0.8%,15,2020
180,Robbie Gould,Free Agent,28.4,10.0,2,2,100.0,41,0,0,1,1,0,3,3,,,,,,,,,,1,1.1%,15,2020
397,Cody Parkey,Free Agent,24.2,5.0,1,1,100.0,44,0,0,0,1,0,1,2,,,,,,,,,,1,1.4%,16,2020
505,Matt Prater,Free Agent,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,0.8%,16,2020
348,Rodrigo Blankenship,Free Agent,25.0,6.0,1,1,100.0,28,0,1,0,0,0,3,3,,,,,,,,,,1,0.2%,16,2020
487,Stephen Gostkowski,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,,,,,,,,,,1,0.8%,16,2020
396,Aldrick Rosas,Free Agent,24.3,5.0,1,1,100.0,26,0,1,0,0,0,2,2,,,,,,,,,,1,0.0%,16,2020
80,Greg Zuerlein,Free Agent,31.4,13.0,3,3,100.0,35,0,2,1,0,0,4,4,,,,,,,,,,1,1.3%,16,2020
394,Sam Ficken,Free Agent,14.4,5.0,1,2,50.0,34,0,0,1,0,0,2,3,,,,,,,,,,1,0.0%,16,2020
434,Mason Crosby,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,5,,,,,,,,,,1,0.1%,16,2020
59,Michael Badgley,Free Agent,32.7,14.0,4,4,100.0,43,0,1,2,1,0,1,1,,,,,,,,,,1,6.2%,16,2020
60,Austin Seibert,Free Agent,27.1,14.0,3,4,75.0,48,0,0,2,1,0,4,4,,,,,,,,,,1,0.7%,16,2020
433,Nick Folk,Free Agent,23.5,4.0,1,1,100.0,45,0,0,0,1,0,0,1,,,,,,,,,,1,0.9%,16,2020
224,Justin Tucker,Free Agent,27.9,9.0,2,2,100.0,28,0,2,0,0,0,3,3,,,,,,,,,,1,12.5%,16,2020
395,Ryan Succop,Free Agent,3.7,5.0,0,1,0.0,0,0,0,0,0,0,5,7,,,,,,,,,,1,1.5%,16,2020
309,Mike Nugent,Free Agent,26.4,7.0,2,2,100.0,43,0,1,0,1,0,0,0,,,,,,,,,,1,1.0%,16,2020
463,Dan Bailey,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,4,,,,,,,,,,1,1.1%,16,2020
526,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,16,2020
488,Robbie Gould,Free Agent,1.8,2.0,0,2,0.0,0,0,0,0,0,0,2,3,,,,,,,,,,1,1.1%,16,2020
109,Tristan Vizcaino,Free Agent,30.5,12.0,3,3,100.0,47,0,0,2,1,0,2,2,,,,,,,,,,1,0.0%,17,2020
271,Justin Tucker,Free Agent,26.3,8.0,1,1,100.0,34,0,0,1,0,0,5,5,,,,,,,,,,1,12.5%,17,2020
270,Rodrigo Blankenship,Free Agent,17.6,8.0,2,4,50.0,24,0,2,0,0,0,2,2,,,,,,,,,,1,0.2%,17,2020
311,Dan Bailey,Free Agent,15.9,7.0,1,2,50.0,23,0,1,0,0,0,4,5,,,,,,,,,,1,1.1%,17,2020
25,Greg Zuerlein,Free Agent,34.0,16.0,4,4,100.0,57,0,0,2,1,1,1,1,,,,,,,,,,1,1.3%,17,2020
464,Austin Seibert,Free Agent,22.8,3.0,1,1,100.0,38,0,0,1,0,0,0,0,,,,,,,,,,1,0.7%,17,2020
506,Mike Nugent,Free Agent,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1.0%,17,2020
489,Aldrick Rosas,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,,,,,,,,,,1,0.0%,17,2020
310,Matt Prater,Free Agent,25.6,7.0,1,1,100.0,54,0,0,0,0,1,2,3,,,,,,,,,,1,0.8%,17,2020
435,Nick Folk,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,0.9%,17,2020
61,Ryan Succop,Free Agent,32.1,14.0,3,3,100.0,38,0,2,1,0,0,5,5,,,,,,,,,,1,1.5%,17,2020
527,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,17,2020
110,Sam Sloman,Free Agent,29.8,12.0,2,2,100.0,47,0,0,1,1,0,5,5,,,,,,,,,,1,1.2%,17,2020
398,Mason Crosby,Free Agent,3.5,5.0,0,0,0.0,0,0,0,0,0,0,5,5,,,,,,,,,,1,0.1%,17,2020
436,Michael Badgley,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,6.2%,17,2020
349,Cody Parkey,Free Agent,25.0,6.0,1,1,100.0,23,0,1,0,0,0,3,3,,,,,,,,,,1,1.4%,17,2020
505,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,1,2021
278,Ryan Santoso,Free Agent,26.5,7.0,2,2,100.0,29,0,2,0,0,0,1,2,,,,,,,,,,1,0.0%,1,2021
436,Josh Lambo,Free Agent,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,0.6%,1,2021
321,Austin Seibert,Free Agent,15.1,6.0,1,2,50.0,49,0,0,0,1,0,2,2,,,,,,,,,,1,0.7%,1,2021
277,Ryan Succop,Free Agent,25.6,7.0,1,1,100.0,36,0,0,1,0,0,4,4,,,,,,,,,,1,1.5%,1,2021
131,Justin Tucker,Free Agent,29.1,11.0,2,2,100.0,47,0,0,0,2,0,3,3,,,,,,,,,,1,12.5%,1,2021
435,Mason Crosby,Free Agent,22.8,3.0,1,1,100.0,39,0,0,1,0,0,0,0,,,,,,,,,,1,0.1%,1,2021
235,Matt Prater,Free Agent,16.5,8.0,1,2,50.0,34,0,0,1,0,0,5,5,,,,,,,,,,1,0.8%,1,2021
236,Tristan Vizcaino,Free Agent,27.1,8.0,2,2,100.0,33,0,1,1,0,0,2,2,,,,,,,,,,1,0.0%,1,2021
132,Nick Folk,Free Agent,29.9,11.0,3,3,100.0,42,0,1,1,1,0,1,1,,,,,,,,,,1,0.9%,1,2021
403,Rodrigo Blankenship,Free Agent,23.6,4.0,1,1,100.0,21,0,1,0,0,0,1,1,,,,,,,,,,1,0.2%,1,2021
488,Michael Badgley,Free Agent,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,2,,,,,,,,,,1,6.2%,1,2021
49,Robbie Gould,Free Agent,24.74,14.0,2,3,66.7,52,0,0,0,1,1,5,5,,,,,,,,,,1,1.1%,1,2021
100,Greg Zuerlein,Free Agent,23.0,12.0,3,5,60.0,48,0,1,1,1,0,2,3,,,,,,,,,,1,1.3%,1,2021
503,Cameron Nizialek,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,1,2021
504,Matt Ammendola,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,1,2021
502,Elliott Fry,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.5%,1,2021
204,Aldrick Rosas,Free Agent,27.0,9.0,1,1,100.0,44,0,0,0,1,0,5,5,,,,,,,,,,1,0.0%,1,2021
101,Rodrigo Blankenship,Free Agent,30.5,12.0,3,3,100.0,48,0,0,1,2,0,1,1,,,,,,,,,,1,0.2%,2,2021
102,Matt Prater,Free Agent,29.9,12.0,2,2,100.0,62,0,1,0,0,1,4,4,,,,,,,,,,1,0.8%,2,2021
205,Zane Gonzalez,Free Agent,21.34,9.0,2,3,66.7,42,0,1,0,1,0,2,3,,,,,,,,,,1,6.9%,2,2021
170,Tristan Vizcaino,Free Agent,24.4,10.0,3,4,75.0,46,0,1,1,1,0,0,0,,,,,,,,,,1,0.0%,2,2021
489,Josh Lambo,Free Agent,1.1,1.0,0,2,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,0.6%,2,2021
506,Cameron Nizialek,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,2,2021
490,Aldrick Rosas,Free Agent,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,0.0%,2,2021
364,Mason Crosby,Free Agent,3.5,5.0,0,0,0.0,0,0,0,0,0,0,5,5,,,,,,,,,,1,0.1%,2,2021
507,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,2,2021
32,Nick Folk,Free Agent,33.4,15.0,4,4,100.0,49,0,1,1,2,0,1,2,,,,,,,,,,1,0.9%,2,2021
169,Greg Zuerlein,Free Agent,28.4,10.0,2,2,100.0,56,0,0,1,0,1,2,2,,,,,,,,,,1,1.3%,2,2021
322,Austin Seibert,Free Agent,24.9,6.0,1,1,100.0,43,0,0,0,1,0,2,2,,,,,,,,,,1,0.7%,2,2021
31,Randy Bullock,Free Agent,29.6,15.0,4,5,80.0,36,0,1,3,0,0,3,3,,,,,,,,,,1,1.1%,2,2021
323,Matt Ammendola,Free Agent,19.24,6.0,2,3,66.7,35,0,1,1,0,0,0,0,,,,,,,,,,1,0.0%,2,2021
324,Robbie Gould,Free Agent,24.9,6.0,1,1,100.0,46,0,0,0,1,0,2,2,,,,,,,,,,1,1.1%,2,2021
325,Ryan Succop,Free Agent,4.2,6.0,0,0,0.0,0,0,0,0,0,0,6,7,,,,,,,,,,1,1.5%,2,2021
279,Justin Tucker,Free Agent,25.6,7.0,1,1,100.0,43,0,0,0,1,0,3,3,,,,,,,,,,1,12.5%,2,2021
405,Aldrick Rosas,Free Agent,3.2,4.0,0,2,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,0.0%,3,2021
23,Mason Crosby,Free Agent,33.3,16.0,3,3,100.0,54,0,0,1,0,2,3,3,,,,,,,,,,1,0.1%,3,2021
133,Rodrigo Blankenship,Free Agent,25.2,11.0,3,4,75.0,43,0,2,0,1,0,1,1,,,,,,,,,,1,0.2%,3,2021
326,Ryan Succop,Free Agent,15.2,6.0,1,2,50.0,26,0,1,0,0,0,3,3,,,,,,,,,,1,1.5%,3,2021
327,Zane Gonzalez,Free Agent,25.0,6.0,1,1,100.0,21,0,1,0,0,0,3,3,,,,,,,,,,1,6.9%,3,2021
510,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,3,2021
491,Josh Lambo,Free Agent,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,3,,,,,,,,,,1,0.6%,3,2021
509,Cameron Nizialek,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,3,2021
12,Justin Tucker,Free Agent,30.9,17.0,4,5,80.0,66,0,0,2,0,2,1,1,,,,,,,,,,1,12.5%,3,2021
508,Matt Ammendola,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,3,2021
280,Matt Prater,Free Agent,15.8,7.0,1,2,50.0,34,0,0,1,0,0,4,4,,,,,,,,,,1,0.8%,3,2021
404,Robbie Gould,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,1.1%,3,2021
237,Nick Folk,Free Agent,27.1,8.0,2,2,100.0,45,0,1,0,1,0,1,1,,,,,,,,,,1,0.9%,3,2021
365,Ryan Santoso,Free Agent,24.2,5.0,1,1,100.0,35,0,0,1,0,0,2,2,,,,,,,,,,1,0.0%,3,2021
406,Tristan Vizcaino,Free Agent,23.6,4.0,1,1,100.0,24,0,1,0,0,0,1,3,,,,,,,,,,1,0.0%,3,2021
366,Randy Bullock,Free Agent,24.2,5.0,1,1,100.0,32,0,0,1,0,0,2,2,,,,,,,,,,1,1.1%,3,2021
367,Greg Zuerlein,Free Agent,3.5,5.0,0,0,0.0,0,0,0,0,0,0,5,6,,,,,,,,,,1,1.3%,3,2021
408,Zane Gonzalez,Free Agent,3.0,4.0,0,1,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,6.9%,4,2021
407,Tristan Vizcaino,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,0.0%,4,2021
470,Ryan Santoso,Free Agent,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,,,,,,,,,,1,0.0%,4,2021
103,Randy Bullock,Free Agent,25.7,12.0,3,4,75.0,46,0,0,1,2,0,1,1,,,,,,,,,,1,1.1%,4,2021
171,Rodrigo Blankenship,Free Agent,28.4,10.0,2,2,100.0,43,0,0,1,1,0,3,3,,,,,,,,,,1,0.2%,4,2021
512,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,4,2021
437,Aldrick Rosas,Free Agent,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,0.0%,4,2021
368,Nick Folk,Free Agent,14.5,5.0,1,2,50.0,27,0,1,0,0,0,2,2,,,,,,,,,,1,0.9%,4,2021
34,Matt Prater,Free Agent,32.8,15.0,3,3,100.0,55,0,2,0,0,1,4,4,,,,,,,,,,1,0.8%,4,2021
207,Mason Crosby,Free Agent,27.9,9.0,2,2,100.0,29,0,2,0,0,0,3,3,,,,,,,,,,1,0.1%,4,2021
33,Ryan Succop,Free Agent,29.7,15.0,4,5,80.0,48,0,2,0,2,0,1,1,,,,,,,,,,1,1.5%,4,2021
206,Matt Ammendola,Free Agent,27.9,9.0,2,2,100.0,27,0,2,0,0,0,3,3,,,,,,,,,,1,0.0%,4,2021
511,Cameron Nizialek,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,4,2021
328,Greg Zuerlein,Free Agent,24.9,6.0,1,1,100.0,37,0,0,1,0,0,3,3,,,,,,,,,,1,1.3%,4,2021
70,Justin Tucker,Free Agent,31.3,13.0,3,3,100.0,46,0,1,0,2,0,2,2,,,,,,,,,,1,12.5%,4,2021
282,Randy Bullock,Free Agent,25.6,7.0,1,1,100.0,34,0,0,1,0,0,4,5,,,,,,,,,,1,1.1%,5,2021
281,Matt Ammendola,Free Agent,26.3,7.0,2,2,100.0,49,0,0,1,1,0,0,1,,,,,,,,,,1,0.0%,5,2021
172,Ryan Succop,Free Agent,27.7,10.0,1,1,100.0,42,0,0,0,1,0,6,6,,,,,,,,,,1,1.5%,5,2021
513,Brian Johnson,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.7%,5,2021
13,Nick Folk,Free Agent,34.8,17.0,4,4,100.0,52,0,1,1,0,2,1,2,,,,,,,,,,1,0.9%,5,2021
24,Mason Crosby,Free Agent,26.12,16.0,4,7,57.1,49,0,1,0,3,0,1,2,,,,,,,,,,1,0.1%,5,2021
238,Rodrigo Blankenship,Free Agent,17.4,8.0,2,4,50.0,43,0,0,1,1,0,1,2,,,,,,,,,,1,0.2%,5,2021
50,Zane Gonzalez,Free Agent,31.9,14.0,3,3,100.0,50,0,0,0,2,1,1,1,,,,,,,,,,1,6.9%,5,2021
104,Austin Seibert,Free Agent,30.5,12.0,3,3,100.0,52,0,0,1,1,1,0,0,,,,,,,,,,1,0.7%,5,2021
440,Justin Tucker,Free Agent,22.9,3.0,1,1,100.0,23,0,1,0,0,0,0,0,,,,,,,,,,1,12.5%,5,2021
439,Tristan Vizcaino,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,5,,,,,,,,,,1,0.0%,5,2021
438,Cody Parkey,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,5,,,,,,,,,,1,1.4%,5,2021
514,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,5,2021
51,Greg Zuerlein,Free Agent,31.9,14.0,3,3,100.0,38,0,0,3,0,0,5,5,,,,,,,,,,1,1.3%,5,2021
369,Matt Prater,Free Agent,14.5,5.0,1,2,50.0,21,0,1,0,0,0,2,2,,,,,,,,,,1,0.8%,5,2021
239,Michael Badgley,Free Agent,26.3,8.0,1,1,100.0,41,0,0,0,1,0,4,4,,,,,,,,,,1,6.2%,6,2021
105,Justin Tucker,Free Agent,29.8,12.0,2,2,100.0,52,0,0,1,0,1,4,4,,,,,,,,,,1,12.5%,6,2021
35,Matt Prater,Free Agent,32.6,15.0,3,3,100.0,51,0,0,2,0,1,4,4,,,,,,,,,,1,0.8%,6,2021
517,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,6,2021
329,Mason Crosby,Free Agent,24.9,6.0,1,1,100.0,39,0,0,1,0,0,3,3,,,,,,,,,,1,0.1%,6,2021
515,Tristan Vizcaino,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0.0%,6,2021
442,Nick Folk,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,0.9%,6,2021
208,Zane Gonzalez,Free Agent,27.8,9.0,2,2,100.0,47,0,1,0,1,0,2,2,,,,,,,,,,1,6.9%,6,2021
134,Randy Bullock,Free Agent,29.1,11.0,2,2,100.0,43,0,0,1,1,0,4,4,,,,,,,,,,1,1.1%,6,2021
441,Austin Seibert,Free Agent,22.8,3.0,1,1,100.0,35,0,0,1,0,0,0,0,,,,,,,,,,1,0.7%,6,2021
409,Ryan Succop,Free Agent,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,,,,,,,,,,1,1.5%,6,2021
71,Greg Zuerlein,Free Agent,26.4,13.0,3,4,75.0,49,0,0,1,2,0,2,2,,,,,,,,,,1,1.3%,6,2021
516,Jj Molson,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.0%,6,2021
52,Nick Folk,Free Agent,31.2,14.0,2,2,100.0,50,0,0,1,0,1,6,7,,,,,,,,,,1,0.9%,7,2021
240,Ryan Succop,Free Agent,16.6,8.0,1,2,50.0,22,0,1,0,0,0,5,5,,,,,,,,,,1,1.5%,7,2021
331,Justin Tucker,Free Agent,24.9,6.0,1,1,100.0,45,0,0,0,1,0,2,2,,,,,,,,,,1,12.5%,7,2021
492,Matt Ammendola,Free Agent,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,,,,,,,,,,1,0.0%,7,2021
135,Randy Bullock,Free Agent,29.1,11.0,2,2,100.0,51,0,0,1,0,1,3,3,,,,,,,,,,1,1.1%,7,2021
285,Matt Prater,Free Agent,25.6,7.0,1,1,100.0,31,0,0,1,0,0,4,4,,,,,,,,,,1,0.8%,7,2021
410,Zane Gonzalez,Free Agent,23.5,4.0,1,1,100.0,45,0,0,0,1,0,0,0,,,,,,,,,,1,6.9%,7,2021
330,Mason Crosby,Free Agent,15.1,6.0,1,2,50.0,39,0,0,1,0,0,3,3,,,,,,,,,,1,0.1%,7,2021
36,Austin Seibert,Free Agent,33.3,15.0,4,4,100.0,47,0,0,2,2,0,1,1,,,,,,,,,,1,0.7%,7,2021
284,Michael Badgley,Free Agent,25.6,7.0,1,1,100.0,42,0,0,0,1,0,3,3,,,,,,,,,,1,6.2%,7,2021
283,Brian Johnson,Free Agent,26.4,7.0,2,2,100.0,33,0,1,1,0,0,1,1,,,,,,,,,,1,1.7%,7,2021
370,Chris Blewitt,Free Agent,14.4,5.0,1,2,50.0,45,0,0,0,1,0,1,1,,,,,,,,,,1,0.1%,7,2021
107,Randy Bullock,Free Agent,29.8,12.0,2,2,100.0,46,0,0,0,2,0,4,4,,,,,,,,,,1,1.1%,8,2021
106,Brian Johnson,Free Agent,30.7,12.0,3,3,100.0,35,0,2,1,0,0,3,4,,,,,,,,,,1,1.7%,8,2021
332,Mason Crosby,Free Agent,25.0,6.0,1,1,100.0,21,0,1,0,0,0,3,3,,,,,,,,,,1,0.1%,8,2021
286,Michael Badgley,Free Agent,25.6,7.0,1,1,100.0,34,0,0,1,0,0,4,4,,,,,,,,,,1,6.2%,8,2021
37,Nick Folk,Free Agent,33.4,15.0,4,4,100.0,48,0,1,1,2,0,1,1,,,,,,,,,,1,0.9%,8,2021
443,Matt Prater,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,0.8%,8,2021
444,Ryan Succop,Free Agent,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,1.5%,8,2021
519,Ty Long,Free Agent,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1.1%,8,2021
333,Chris Blewitt,Free Agent,11.96,6.0,1,3,33.3,52,0,0,0,0,1,1,1,,,,,,,,,,1,0.1%,8,2021
518,Austin Seibert,Free Agent,0.2,0.0,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0.7%,8,2021
