Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
2600,Jerick Mckinnon,0,0,0.0,0,0,0,2,4,17,8.5,0,0,1,1.7,1.7,0.0%,FA,free_agent,2021,7,1.05,,,,,,,,,,Free Agent
2601,Jamycal Hasty,3,1,0.3,2,0,0,3,6,15,5.0,0,0,1,1.6,1.6,1.1%,FA,free_agent,2021,7,1.9,,,,,,,,,,Free Agent
2603,John Kelly Jr.,2,13,6.5,11,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.0%,FA,free_agent,2021,7,7.68,,,,,,,,,,Free Agent
2604,Nyheim Hines,8,14,1.8,8,0,0,1,3,-2,-2.0,0,0,1,1.2,1.2,0.1%,FA,free_agent,2021,7,8.07,,,,,,,,,,Free Agent
2605,Mike Davis,4,10,2.5,3,0,0,0,0,0,0.0,0,0,1,1.0,1.0,1.0%,FA,free_agent,2021,7,5.78,,,,,,,,,,Free Agent
2607,Rashaad Penny,6,9,1.5,5,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%,FA,free_agent,2021,7,5.32,,,,,,,,,,Free Agent
2608,Malcolm Brown,3,10,3.3,4,0,0,1,1,-1,-1.0,0,0,1,0.9,0.9,0.0%,FA,free_agent,2021,7,5.84,,,,,,,,,,Free Agent
2609,Phillip Lindsay,2,8,4.0,4,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,free_agent,2021,7,4.8,,,,,,,,,,Free Agent
2610,Damien Williams,3,5,1.7,4,0,0,1,1,3,3.0,0,0,1,0.8,0.8,0.0%,FA,free_agent,2021,7,3.3,,,,,,,,,,Free Agent
2611,Eno Benjamin,2,7,3.5,8,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,7,4.22,,,,,,,,,,Free Agent
2612,Derrick Gore,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,7,0.45,,,,,,,,,,Free Agent
2613,Jonathan Ward,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,7,4.65,,,,,,,,,,Free Agent
2614,Keith Smith,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%,FA,free_agent,2021,7,0.4,,,,,,,,,,Free Agent
2615,Giovani Bernard,0,0,0.0,0,0,0,2,3,5,2.5,0,0,1,0.5,0.5,0.0%,FA,free_agent,2021,7,0.45,,,,,,,,,,Free Agent
2616,Sony Michel,2,4,2.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,7,2.5,,,,,,,,,,Free Agent
2617,Ty Montgomery Ii,1,4,4.0,4,0,0,0,1,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,7,2.7,,,,,,,,,,Free Agent
2618,Le'Veon Bell,5,5,1.0,7,0,0,1,2,-1,-1.0,0,0,1,0.4,0.4,0.2%,FA,free_agent,2021,7,3.2,,,,,,,,,,Free Agent
2619,Ryan Nall,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,7,0.3,,,,,,,,,,Free Agent
2620,Devine Ozigbo,1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,1,0.4,0.4,1.0%,FA,free_agent,2021,7,-1.4,,,,,,,,,,Free Agent
2621,Marlon Mack,3,4,1.3,3,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,7,2.5,,,,,,,,,,Free Agent
2622,Alex Armah Jr.,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,7,1.4,,,,,,,,,,Free Agent
2623,Kylin Hill,3,2,0.7,3,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,7,1.41,,,,,,,,,,Free Agent
2624,Wayne Gallman Jr.,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,7,1.4,,,,,,,,,,Free Agent
2626,Rex Burkhead,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2627,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2628,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2629,Godwin Igwebuike,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2630,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2631,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2632,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,FA,free_agent,2021,7,0.0,,,,,,,,,,Free Agent
2582,J.D. Mckissic,4,22,5.5,8,0,0,4,6,34,8.5,0,0,1,5.6,5.6,1.0%,FA,free_agent,2021,7,14.32,,,,,,,,,,Free Agent
2709,David Johnson,2,4,2.0,4,0,0,1,1,-1,-1.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,8,2.55,,,,,,,,,,Free Agent
2635,Darrell Henderson Jr.,14,90,6.4,19,0,1,1,2,3,3.0,1,0,1,21.3,21.3,0.0%,FA,free_agent,2021,8,54.01,,,,,,,,,,Free Agent
2640,Boston Scott,12,60,5.0,19,0,2,0,1,0,0.0,0,0,1,18.0,18.0,0.0%,FA,free_agent,2021,8,38.75,,,,,,,,,,Free Agent
2642,Jordan Howard,12,57,4.8,10,0,2,0,0,0,0.0,0,0,1,17.7,17.7,0.0%,FA,free_agent,2021,8,37.22,,,,,,,,,,Free Agent
2644,Melvin Gordon Iii,10,47,4.7,11,0,1,3,3,15,5.0,1,1,1,16.2,16.2,0.0%,FA,free_agent,2021,8,31.56,,,,,,,,,,Free Agent
2647,Damien Harris,23,80,3.5,10,0,1,0,1,0,0.0,0,0,1,14.0,14.0,4.6%,FA,free_agent,2021,8,46.22,,,,,,,,,,Free Agent
2651,Chase Edmonds,7,30,4.3,11,0,1,3,4,39,13.0,0,0,1,12.9,12.9,0.0%,FA,free_agent,2021,8,22.0,,,,,,,,,,Free Agent
2652,Devontae Booker,15,60,4.0,14,0,0,5,6,65,13.0,0,0,1,12.5,12.5,0.0%,FA,free_agent,2021,8,35.85,,,,,,,,,,Free Agent
2653,Darrel Williams,13,49,3.8,12,0,0,6,6,61,10.2,0,0,1,11.0,11.0,0.0%,FA,free_agent,2021,8,30.02,,,,,,,,,,Free Agent
2654,Rex Burkhead,4,21,5.3,14,0,1,3,4,27,9.0,0,0,1,10.8,10.8,10.0%,FA,free_agent,2021,8,16.74,,,,,,,,,,Free Agent
2655,Derrick Gore,11,48,4.4,10,0,1,0,0,0,0.0,0,0,1,10.8,10.8,0.0%,FA,free_agent,2021,8,29.16,,,,,,,,,,Free Agent
2656,Giovani Bernard,2,30,15.0,24,1,0,1,1,7,7.0,1,0,1,9.7,9.7,0.0%,FA,free_agent,2021,8,20.9,,,,,,,,,,Free Agent
2657,J.D. Mckissic,3,10,3.3,4,0,0,8,8,83,10.4,0,0,1,9.3,9.3,1.0%,FA,free_agent,2021,8,10.74,,,,,,,,,,Free Agent
2658,Jermar Jefferson,2,6,3.0,8,0,1,4,4,23,5.8,0,0,1,8.9,8.9,0.6%,FA,free_agent,2021,8,8.6,,,,,,,,,,Free Agent
2659,D'Ernest Johnson,4,22,5.5,11,0,1,1,3,7,7.0,0,0,1,8.9,8.9,1.0%,FA,free_agent,2021,8,16.08,,,,,,,,,,Free Agent
2660,Justin Jackson,3,79,26.3,75,1,0,0,0,0,0.0,0,0,1,7.9,7.9,0.0%,FA,free_agent,2021,8,43.74,,,,,,,,,,Free Agent
2662,Dalvin Cook,18,78,4.3,19,0,0,0,2,0,0.0,0,0,1,7.8,7.8,0.6%,FA,free_agent,2021,8,41.45,,,,,,,,,,Free Agent
2663,Ezekiel Elliott,16,50,3.1,8,0,0,4,6,23,5.8,0,0,1,7.3,7.3,5.1%,FA,free_agent,2021,8,28.62,,,,,,,,,,Free Agent
2664,Carlos Hyde,9,32,3.6,7,0,0,6,8,40,6.7,0,0,1,7.2,7.2,0.0%,FA,free_agent,2021,8,20.04,,,,,,,,,,Free Agent
2669,Mike Davis,9,44,4.9,18,0,0,5,6,22,4.4,0,0,1,6.6,6.6,1.0%,FA,free_agent,2021,8,25.24,,,,,,,,,,Free Agent
2671,Alex Armah Jr.,0,0,0.0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.0%,FA,free_agent,2021,8,3.15,,,,,,,,,,Free Agent
2673,Sony Michel,9,42,4.7,14,0,0,2,2,14,7.0,0,0,1,5.6,5.6,0.0%,FA,free_agent,2021,8,23.5,,,,,,,,,,Free Agent
2674,Myles Gaskin,12,36,3.0,7,0,0,3,4,19,6.3,0,0,1,5.5,5.5,0.0%,FA,free_agent,2021,8,20.9,,,,,,,,,,Free Agent
2676,Mark Ingram Ii,6,27,4.5,11,0,0,2,2,25,12.5,0,0,1,5.2,5.2,0.6%,FA,free_agent,2021,8,16.23,,,,,,,,,,Free Agent
2679,Alex Collins,10,44,4.4,12,0,0,0,0,0,0.0,0,0,1,4.4,4.4,19.0%,FA,free_agent,2021,8,23.66,,,,,,,,,,Free Agent
2680,Leonard Fournette,8,26,3.3,13,0,0,3,5,17,5.7,0,0,1,4.3,4.3,0.0%,FA,free_agent,2021,8,15.44,,,,,,,,,,Free Agent
2681,James Robinson,4,22,5.5,14,0,0,1,2,17,17.0,0,0,1,3.9,3.9,0.0%,FA,free_agent,2021,8,13.18,,,,,,,,,,Free Agent
2683,Jamycal Hasty,3,4,1.3,2,0,0,2,2,29,14.5,0,0,1,3.3,3.3,1.1%,FA,free_agent,2021,8,4.15,,,,,,,,,,Free Agent
2690,Brandon Bolden,4,26,6.5,14,0,0,0,0,0,0.0,0,0,1,2.6,2.6,0.0%,FA,free_agent,2021,8,14.38,,,,,,,,,,Free Agent
2691,Royce Freeman,6,25,4.2,6,0,0,0,1,0,0.0,0,0,1,2.5,2.5,0.0%,FA,free_agent,2021,8,13.73,,,,,,,,,,Free Agent
2692,Nyheim Hines,1,2,2.0,2,0,0,4,5,22,5.5,0,0,1,2.4,2.4,0.1%,FA,free_agent,2021,8,2.9,,,,,,,,,,Free Agent
2693,Scottie Phillips,5,11,2.2,4,0,0,2,3,9,4.5,0,0,1,2.0,2.0,0.0%,FA,free_agent,2021,8,6.98,,,,,,,,,,Free Agent
2694,Ronald Jones Ii,3,13,4.3,9,0,0,1,1,6,6.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,8,7.84,,,,,,,,,,Free Agent
2698,Elijhaa Penny,0,0,0.0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.0%,FA,free_agent,2021,8,0.9,,,,,,,,,,Free Agent
2700,Buddy Howell,5,11,2.2,4,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.0%,FA,free_agent,2021,8,6.33,,,,,,,,,,Free Agent
2701,Larry Rountree Iii,4,11,2.8,4,0,0,0,0,0,0.0,0,0,1,1.1,1.1,0.0%,FA,free_agent,2021,8,6.32,,,,,,,,,,Free Agent
2702,Patrick Laird,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,0.0%,FA,free_agent,2021,8,0.6,,,,,,,,,,Free Agent
2703,Phillip Lindsay,3,8,2.7,5,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,free_agent,2021,8,4.7,,,,,,,,,,Free Agent
2704,Benny Snell Jr.,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,8,0.45,,,,,,,,,,Free Agent
2705,Rashaad Penny,7,7,1.0,5,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,8,4.35,,,,,,,,,,Free Agent
2707,Ryan Nall,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,8,2.7,,,,,,,,,,Free Agent
2708,Ty Montgomery Ii,0,0,0.0,0,0,0,1,2,4,4.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,8,0.3,,,,,,,,,,Free Agent
2670,Ameer Abdullah,8,31,3.9,9,0,0,3,5,35,11.7,0,0,1,6.6,6.6,0.8%,FA,free_agent,2021,8,18.93,,,,,,,,,,Free Agent
2711,La'Mical Perine,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,8,2.05,,,,,,,,,,Free Agent
2713,Anthony Mcfarland Jr.,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,1.1%,FA,free_agent,2021,8,0.75,,,,,,,,,,Free Agent
2714,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2715,Kylin Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2718,Tory Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2719,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2720,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2721,Godwin Igwebuike,3,18,6.0,9,0,0,3,3,40,13.3,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,9.6,,,,,,,,,,Free Agent
2722,Marlon Mack,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2723,Wayne Gallman Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2724,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2726,Darwin Thompson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2728,Dontrell Hilliard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2729,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,8,0.0,,,,,,,,,,Free Agent
2730,Kalen Ballage,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,0.0%,FA,free_agent,2021,8,-1.85,,,,,,,,,,Free Agent
2731,Damien Williams,2,-3,-1.5,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,0.0%,FA,free_agent,2021,8,-1.53,,,,,,,,,,Free Agent
2736,Nyheim Hines,6,74,12.3,34,2,1,4,6,34,8.5,0,0,1,16.8,16.8,0.1%,FA,free_agent,2021,9,44.94,,,,,,,,,,Free Agent
2738,Melvin Gordon Iii,21,80,3.8,14,0,1,2,2,15,7.5,0,0,1,15.5,15.5,0.0%,FA,free_agent,2021,9,47.02,,,,,,,,,,Free Agent
2739,Devonta Freeman,13,79,6.1,19,0,0,2,3,4,2.0,1,0,1,14.3,14.3,0.0%,FA,free_agent,2021,9,45.12,,,,,,,,,,Free Agent
2742,Jordan Howard,17,71,4.2,18,0,1,0,0,0,0.0,0,0,1,13.1,13.1,0.0%,FA,free_agent,2021,9,41.23,,,,,,,,,,Free Agent
2743,Dalvin Cook,17,110,6.5,66,2,0,3,3,12,4.0,0,0,1,12.2,12.2,0.6%,FA,free_agent,2021,9,58.58,,,,,,,,,,Free Agent
2744,Devontae Booker,21,99,4.7,20,1,0,3,3,23,7.7,0,0,1,12.2,12.2,0.0%,FA,free_agent,2021,9,53.76,,,,,,,,,,Free Agent
2746,Le'Veon Bell,11,48,4.4,12,0,1,0,0,0,0.0,0,0,1,10.8,10.8,0.2%,FA,free_agent,2021,9,29.16,,,,,,,,,,Free Agent
2750,Kenyan Drake,4,30,7.5,21,1,0,6,8,70,11.7,0,0,1,10.0,10.0,1.1%,FA,free_agent,2021,9,20.62,,,,,,,,,,Free Agent
2751,Eno Benjamin,9,39,4.3,21,1,1,0,0,0,0.0,0,0,1,9.9,9.9,0.0%,FA,free_agent,2021,9,24.44,,,,,,,,,,Free Agent
2752,Myles Gaskin,20,34,1.7,6,0,1,6,6,23,3.8,0,1,1,9.7,9.7,0.0%,FA,free_agent,2021,9,23.31,,,,,,,,,,Free Agent
2753,Ezekiel Elliott,10,51,5.1,11,0,0,3,3,25,8.3,0,0,1,9.6,9.6,5.1%,FA,free_agent,2021,9,29.82,,,,,,,,,,Free Agent
2756,Damien Harris,15,30,2.0,8,0,1,1,1,3,3.0,0,0,1,9.3,9.3,4.6%,FA,free_agent,2021,9,20.45,,,,,,,,,,Free Agent
2758,Adrian Peterson,10,21,2.1,6,0,1,1,1,5,5.0,0,0,1,8.6,8.6,2.0%,FA,free_agent,2021,9,15.56,,,,,,,,,,Free Agent
2760,Sony Michel,7,20,2.9,8,0,0,2,3,6,3.0,1,0,1,8.6,8.6,0.0%,FA,free_agent,2021,9,14.64,,,,,,,,,,Free Agent
2762,Brandon Bolden,8,54,6.8,16,0,0,2,2,27,13.5,0,0,1,8.1,8.1,0.0%,FA,free_agent,2021,9,30.37,,,,,,,,,,Free Agent
2765,Darrel Williams,19,70,3.7,11,0,0,3,4,7,2.3,0,0,1,7.7,7.7,0.0%,FA,free_agent,2021,9,38.1,,,,,,,,,,Free Agent
2767,Mark Ingram Ii,9,43,4.8,11,0,0,5,5,21,4.2,0,0,1,6.4,6.4,0.6%,FA,free_agent,2021,9,24.67,,,,,,,,,,Free Agent
2770,Darrell Henderson Jr.,11,55,5.0,14,0,0,3,4,3,1.0,0,0,1,5.8,5.8,0.0%,FA,free_agent,2021,9,29.8,,,,,,,,,,Free Agent
2771,Carlos Hyde,21,67,3.2,15,0,0,1,2,6,6.0,0,1,1,5.3,5.3,0.0%,FA,free_agent,2021,9,35.38,,,,,,,,,,Free Agent
2774,Boston Scott,10,40,4.0,10,0,0,0,0,0,0.0,0,0,1,4.0,4.0,0.0%,FA,free_agent,2021,9,21.6,,,,,,,,,,Free Agent
2775,David Johnson,4,11,2.8,4,0,0,3,5,29,9.7,0,0,1,4.0,4.0,0.0%,FA,free_agent,2021,9,8.07,,,,,,,,,,Free Agent
2779,Ameer Abdullah,1,0,0.0,0,0,0,4,5,30,7.5,0,0,1,3.0,3.0,0.8%,FA,free_agent,2021,9,2.0,,,,,,,,,,Free Agent
2780,D'Onta Foreman,5,29,5.8,11,0,0,0,0,0,0.0,0,0,1,2.9,2.9,2.7%,FA,free_agent,2021,9,15.87,,,,,,,,,,Free Agent
2782,Phillip Lindsay,8,28,3.5,9,0,0,0,0,0,0.0,0,0,1,2.8,2.8,0.0%,FA,free_agent,2021,9,15.32,,,,,,,,,,Free Agent
2783,Elijhaa Penny,5,35,7.0,12,0,0,2,2,-8,-4.0,0,0,1,2.7,2.7,0.0%,FA,free_agent,2021,9,18.85,,,,,,,,,,Free Agent
2785,Jerick Mckinnon,0,0,0.0,0,0,0,3,3,26,8.7,0,0,1,2.6,2.6,0.0%,FA,free_agent,2021,9,1.6,,,,,,,,,,Free Agent
2788,Derrick Gore,3,13,4.3,7,0,0,1,1,6,6.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,9,7.84,,,,,,,,,,Free Agent
2789,Jalen Richard,0,0,0.0,0,0,0,2,3,18,9.0,0,0,1,1.8,1.8,1.0%,FA,free_agent,2021,9,1.1,,,,,,,,,,Free Agent
2790,Mike Davis,9,13,1.4,5,0,0,1,2,5,5.0,0,0,1,1.8,1.8,1.0%,FA,free_agent,2021,9,7.96,,,,,,,,,,Free Agent
2791,D'Ernest Johnson,8,16,2.0,7,0,0,0,0,0,0.0,0,0,1,1.6,1.6,1.0%,FA,free_agent,2021,9,9.1,,,,,,,,,,Free Agent
2793,Jamycal Hasty,1,2,2.0,2,0,0,3,4,11,3.7,0,0,1,1.3,1.3,1.1%,FA,free_agent,2021,9,2.25,,,,,,,,,,Free Agent
2795,Alex Armah Jr.,2,12,6.0,9,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%,FA,free_agent,2021,9,7.1,,,,,,,,,,Free Agent
2796,Chris Evans,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1,1.1,1.1,0.0%,FA,free_agent,2021,9,0.65,,,,,,,,,,Free Agent
2797,Joshua Kelley,3,6,2.0,3,0,0,1,1,4,4.0,0,0,1,1.0,1.0,0.0%,FA,free_agent,2021,9,3.9,,,,,,,,,,Free Agent
2798,Rex Burkhead,2,9,4.5,8,0,0,0,0,0,0.0,0,0,1,0.9,0.9,10.0%,FA,free_agent,2021,9,5.37,,,,,,,,,,Free Agent
2800,Benny Snell Jr.,2,6,3.0,5,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,free_agent,2021,9,3.65,,,,,,,,,,Free Agent
2802,Chase Edmonds,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,9,2.05,,,,,,,,,,Free Agent
2804,Derek Watt,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,9,0.25,,,,,,,,,,Free Agent
2805,Kalen Ballage,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,9,0.2,,,,,,,,,,Free Agent
2806,Scottie Phillips,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,9,1.4,,,,,,,,,,Free Agent
2807,Larry Rountree Iii,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,free_agent,2021,9,0.75,,,,,,,,,,Free Agent
2808,Kirk Merritt,0,0,0.0,0,0,0,1,3,13,13.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.1,,,,,,,,,,Free Agent
2809,Levante Bellamy,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2810,Ty'Son Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.2%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2811,Gerrid Doaks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2813,Devine Ozigbo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2814,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2815,Trey Edmunds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2816,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2817,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2818,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2819,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2820,Mike Boone,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2821,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2822,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2823,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,9,0.0,,,,,,,,,,Free Agent
2871,Kenyan Drake,4,16,4.0,12,0,0,2,3,15,7.5,0,0,1,3.1,3.1,1.1%,FA,free_agent,2021,10,9.95,,,,,,,,,,Free Agent
2830,Ezekiel Elliott,14,41,2.9,9,0,2,3,3,15,5.0,0,1,1,17.8,17.8,5.1%,FA,free_agent,2021,10,30.18,,,,,,,,,,Free Agent
2831,Mark Ingram Ii,14,47,3.4,13,0,1,4,7,61,15.3,0,0,1,16.8,16.8,0.6%,FA,free_agent,2021,10,32.26,,,,,,,,,,Free Agent
2833,D'Ernest Johnson,19,99,5.2,24,1,0,7,8,58,8.3,0,0,1,15.7,15.7,1.0%,FA,free_agent,2021,10,55.78,,,,,,,,,,Free Agent
2834,Matt Breida,3,28,9.3,15,0,1,3,3,22,7.3,1,1,1,15.0,15.0,0.0%,FA,free_agent,2021,10,22.4,,,,,,,,,,Free Agent
2835,James Robinson,12,57,4.8,18,0,1,4,5,27,6.8,0,0,1,14.4,14.4,0.0%,FA,free_agent,2021,10,35.57,,,,,,,,,,Free Agent
2843,Boston Scott,11,81,7.4,23,2,0,2,2,24,12.0,0,0,1,10.5,10.5,0.0%,FA,free_agent,2021,10,44.11,,,,,,,,,,Free Agent
2844,Jermar Jefferson,3,41,13.7,28,1,1,0,0,0,0.0,0,0,1,10.1,10.1,0.6%,FA,free_agent,2021,10,26.26,,,,,,,,,,Free Agent
2846,Leonard Fournette,11,47,4.3,8,0,0,8,9,45,5.6,0,0,1,9.2,9.2,0.0%,FA,free_agent,2021,10,28.3,,,,,,,,,,Free Agent
2851,Melvin Gordon Iii,9,45,5.0,15,0,1,1,4,-2,-2.0,0,1,1,8.3,8.3,0.0%,FA,free_agent,2021,10,26.45,,,,,,,,,,Free Agent
2852,Jordan Howard,12,83,6.9,25,1,0,0,0,0,0.0,0,0,1,8.3,8.3,0.0%,FA,free_agent,2021,10,43.74,,,,,,,,,,Free Agent
2853,D'Onta Foreman,11,30,2.7,6,0,0,2,2,48,24.0,0,0,1,7.8,7.8,2.7%,FA,free_agent,2021,10,19.1,,,,,,,,,,Free Agent
