Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
334,Jakob Johnson,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%,HOU,houston_texans,2020,3,0.4,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Houston Texans
333,Kyle Juszczyk,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,1.3%,SF,san_francisco_49ers,2020,3,0.45,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
330,Darrynton Evans,3,9,3.0,4,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%,BUF,buffalo_bills,2020,3,5.25,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
327,C.J. Ham,0,0,0.0,0,0,0,1,2,11,11.0,0,0,1,1.1,1.1,0.6%,MIN,minnesota_vikings,2020,3,0.65,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Minnesota Vikings
326,Alec Ingold,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1,1.1,1.1,0.7%,MIA,miami_dolphins,2020,3,0.65,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
362,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.6%,CIN,cincinnati_bengals,2020,3,0.0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Cincinnati Bengals
317,Travis Homer,2,19,9.5,12,0,0,0,1,0,0.0,0,0,1,1.9,1.9,0.6%,CHI,chicago_bears,2020,3,11.13,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
261,James Conner,18,109,6.1,25,1,1,4,5,40,10.0,0,0,1,20.9,20.9,92.9%,ARI,arizona_cardinals,2020,3,63.02,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Arizona Cardinals
316,D'Andre Swift,0,0,0.0,0,0,0,1,2,19,19.0,0,0,1,1.9,1.9,89.4%,CHI,chicago_bears,2020,3,1.05,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
260,Nick Chubb,19,108,5.7,25,2,2,1,1,2,2.0,0,0,1,23.0,23.0,39.7%,HOU,houston_texans,2020,3,63.76,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Houston Texans
257,Derrick Henry,26,119,4.6,16,0,2,2,3,11,5.5,0,0,1,25.0,25.0,98.7%,BAL,baltimore_ravens,2020,3,70.34,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Baltimore Ravens
309,Alexander Mattison,8,27,3.4,15,0,0,0,0,0,0.0,0,0,1,2.7,2.7,8.8%,MIA,miami_dolphins,2020,3,14.81,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
298,J.J. Taylor,11,43,3.9,9,0,0,0,1,0,0.0,0,0,1,4.3,4.3,0.6%,HOU,houston_texans,2020,3,23.18,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Houston Texans
287,Josh Jacobs,16,71,4.4,13,0,0,3,4,12,4.0,0,1,1,6.3,6.3,98.5%,GB,green_bay_packers,2020,3,37.56,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
297,J.K. Dobbins,1,6,6.0,6,0,0,4,4,38,9.5,0,0,1,4.4,4.4,61.1%,DEN,denver_broncos,2020,3,6.3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Denver Broncos
292,David Montgomery,14,45,3.2,11,0,0,2,3,9,4.5,0,0,1,5.4,5.4,94.0%,DET,detroit_lions,2020,3,25.03,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
255,Alvin Kamara,6,58,9.7,49,1,0,13,14,139,10.7,2,0,1,31.7,31.7,95.0%,NO,new_orleans_saints,2020,3,45.3,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,New Orleans Saints
434,Deejay Dallas,2,8,4.0,6,0,0,2,2,15,7.5,0,0,1,2.3,2.3,0.1%,ARI,arizona_cardinals,2020,4,5.75,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Arizona Cardinals
461,C.J. Ham,1,2,2.0,2,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.6%,MIN,minnesota_vikings,2020,4,1.4,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
473,Cordarrelle Patterson,3,5,1.7,4,0,0,1,2,0,0.0,0,0,1,0.0,0.0,1.0%,PIT,pittsburgh_steelers,2020,4,2.9,,,,,,,,,,Pittsburgh Steelers
446,Kyle Juszczyk,0,0,0.0,0,0,0,1,2,13,13.0,0,0,1,1.3,1.3,1.3%,SF,san_francisco_49ers,2020,4,0.75,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,San Francisco 49ers
424,Nick Chubb,6,43,7.2,21,1,0,0,0,0,0.0,0,0,1,4.3,4.3,39.7%,HOU,houston_texans,2020,4,23.18,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Houston Texans
444,Austin Ekeler,2,12,6.0,10,0,0,1,1,2,2.0,0,0,1,1.4,1.4,69.3%,WAS,washington_commanders,2020,4,7.3,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Washington Commanders
467,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,41.4%,CAR,carolina_panthers,2020,4,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
484,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2020,4,0.0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,New York Jets
458,A.J. Dillon,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,5.6%,PHI,philadelphia_eagles,2020,4,2.05,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
416,Travis Homer,4,5,1.3,8,0,0,1,1,3,3.0,1,0,1,6.8,6.8,0.6%,CHI,chicago_bears,2020,4,6.34,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Chicago Bears
382,Joe Mixon,25,151,6.0,34,3,2,6,6,30,5.0,1,0,1,36.1,36.1,96.9%,HOU,houston_texans,2020,4,90.8,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Houston Texans
414,Josh Jacobs,15,48,3.2,16,0,0,3,4,25,8.3,0,0,1,7.3,7.3,98.5%,GB,green_bay_packers,2020,4,27.53,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
413,Miles Sanders,13,46,3.5,9,0,0,2,4,30,15.0,0,0,1,7.6,7.6,12.0%,DAL,dallas_cowboys,2020,4,26.52,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Dallas Cowboys
482,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,houston_texans,2020,4,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Houston Texans
441,J.K. Dobbins,5,16,3.2,14,0,0,1,2,1,1.0,0,0,1,1.7,1.7,61.1%,DEN,denver_broncos,2020,4,9.13,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
488,Justice Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,21.4%,BAL,baltimore_ravens,2020,4,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
465,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2020,4,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
394,Devin Singletary,18,56,3.1,11,0,1,5,6,21,4.2,0,0,1,13.7,13.7,8.8%,NYG,new_york_giants,2020,4,35.22,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,New York Giants
387,Kareem Hunt,11,71,6.5,14,0,2,0,0,0,0.0,0,0,1,19.1,19.1,30.4%,KC,kansas_city_chiefs,2020,4,44.38,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
412,Alexander Mattison,7,17,2.4,4,0,1,0,0,0,0.0,0,0,1,7.7,7.7,8.8%,MIA,miami_dolphins,2020,4,12.96,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Miami Dolphins
481,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.5%,HOU,houston_texans,2020,4,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Houston Texans
411,David Montgomery,10,27,2.7,6,0,0,3,6,30,10.0,0,0,1,7.7,7.7,94.0%,DET,detroit_lions,2020,4,17.71,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,Detroit Lions
476,Patrick Ricard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,baltimore_ravens,2020,4,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
479,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.6%,CIN,cincinnati_bengals,2020,4,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
410,Jonathan Taylor,17,68,4.0,16,0,0,1,1,11,11.0,0,0,1,7.9,7.9,98.3%,IND,indianapolis_colts,2020,4,36.95,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
431,Alec Ingold,1,-1,-1.0,0,0,0,2,2,29,14.5,0,0,1,2.8,2.8,0.7%,MIA,miami_dolphins,2020,4,1.1,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Miami Dolphins
408,Clyde Edwards-Helaire,16,64,4.0,13,0,0,3,3,27,9.0,0,0,1,9.1,9.1,3.2%,NO,new_orleans_saints,2020,4,35.85,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
407,Tony Pollard,3,16,5.3,8,0,1,1,2,16,16.0,0,0,1,9.2,9.2,88.8%,TEN,tennessee_titans,2020,4,13.4,,,,,,,,,,Tennessee Titans
388,Antonio Gibson,13,46,3.5,10,0,1,4,5,82,20.5,0,0,1,18.8,18.8,13.1%,NE,new_england_patriots,2020,4,32.72,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New England Patriots
390,Alvin Kamara,19,83,4.4,12,0,1,3,4,36,12.0,0,0,1,17.9,17.9,95.0%,NO,new_orleans_saints,2020,4,49.56,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
392,Aaron Jones Sr.,15,71,4.7,23,1,0,5,5,40,8.0,1,0,1,17.1,17.1,90.3%,MIN,minnesota_vikings,2020,4,43.21,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
453,Michael Burton,1,4,4.0,4,0,0,1,1,3,3.0,0,0,1,0.7,0.7,0.1%,DEN,denver_broncos,2020,4,2.95,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
398,D'Andre Swift,4,22,5.5,7,0,0,4,4,30,7.5,1,0,1,11.2,11.2,89.4%,CHI,chicago_bears,2020,4,17.12,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Chicago Bears
516,James Conner,15,44,2.9,25,1,1,3,3,19,6.3,0,0,1,12.3,12.3,92.9%,ARI,arizona_cardinals,2020,5,28.58,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
557,Patrick Ricard,0,0,0.0,0,0,0,1,2,7,7.0,0,0,1,0.7,0.7,0.8%,BAL,baltimore_ravens,2020,5,0.45,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
505,Derrick Henry,19,57,3.0,12,0,2,1,2,6,6.0,0,0,1,18.3,18.3,98.7%,BAL,baltimore_ravens,2020,5,38.05,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
541,Devin Singletary,11,25,2.3,6,0,0,1,1,8,8.0,0,0,1,3.3,3.3,8.8%,NYG,new_york_giants,2020,5,14.44,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,New York Giants
534,Antonio Gibson,11,27,2.5,6,0,0,5,5,24,4.8,0,0,1,5.1,5.1,13.1%,NE,new_england_patriots,2020,5,16.68,,,,,,,,,,New England Patriots
589,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.5%,HOU,houston_texans,2020,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
587,Samaje Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.6%,CIN,cincinnati_bengals,2020,5,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Cincinnati Bengals
532,J.K. Dobbins,1,34,34.0,34,1,0,3,3,21,7.0,0,0,1,5.5,5.5,61.1%,DEN,denver_broncos,2020,5,23.55,,,,,,,,,,Denver Broncos
503,Josh Jacobs,23,77,3.3,7,0,2,2,3,8,4.0,0,0,1,20.5,20.5,98.5%,GB,green_bay_packers,2020,5,48.69,,,,,,,,,,Green Bay Packers
528,Cam Akers,9,61,6.8,46,1,0,0,0,0,0.0,0,0,1,6.1,6.1,2.9%,NO,new_orleans_saints,2020,5,32.42,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
542,Tony Pollard,6,30,5.0,13,0,0,2,3,2,1.0,0,0,1,3.2,3.2,88.8%,TEN,tennessee_titans,2020,5,16.65,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Tennessee Titans
543,Jeremy Mcnichols,9,28,3.1,7,0,0,1,1,3,3.0,0,0,1,3.1,3.1,0.8%,WAS,washington_commanders,2020,5,15.61,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Washington Commanders
506,Kareem Hunt,20,72,3.6,10,0,0,3,4,21,7.0,1,0,1,15.3,15.3,30.4%,KC,kansas_city_chiefs,2020,5,42.89,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Kansas City Chiefs
525,Kyle Juszczyk,2,11,5.5,7,0,1,0,1,0,0.0,0,0,1,7.1,7.1,1.3%,SF,san_francisco_49ers,2020,5,9.93,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,San Francisco 49ers
548,Alec Ingold,0,0,0.0,0,0,0,2,4,25,12.5,0,0,1,2.5,2.5,0.7%,MIA,miami_dolphins,2020,5,1.45,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
555,Travis Homer,3,14,4.7,6,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.6%,CHI,chicago_bears,2020,5,8.01,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
500,Miles Sanders,11,80,7.3,74,1,2,2,4,19,9.5,0,0,1,21.9,21.9,12.0%,DAL,dallas_cowboys,2020,5,50.14,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
512,Alexander Mattison,20,112,5.6,25,2,0,3,3,24,8.0,0,0,1,13.6,13.6,8.8%,MIA,miami_dolphins,2020,5,60.34,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
556,Darrynton Evans,2,12,6.0,9,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%,BUF,buffalo_bills,2020,5,7.1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Buffalo Bills
599,C.J. Ham,0,0,0.0,0,0,0,0,2,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2020,5,0.0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,Minnesota Vikings
513,Jonathan Taylor,12,57,4.8,10,0,1,2,3,17,8.5,0,0,1,13.4,13.4,98.3%,IND,indianapolis_colts,2020,5,34.87,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Indianapolis Colts
524,Clyde Edwards-Helaire,10,40,4.0,9,0,0,3,8,40,13.3,0,0,1,8.0,8.0,3.2%,NO,new_orleans_saints,2020,5,23.9,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
522,Joe Mixon,24,59,2.5,7,0,0,6,8,35,5.8,0,0,1,9.4,9.4,96.9%,HOU,houston_texans,2020,5,34.62,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
582,Cordarrelle Patterson,3,7,2.3,3,0,0,3,3,38,12.7,0,0,1,0.0,0.0,1.0%,PIT,pittsburgh_steelers,2020,5,4.1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
577,Deejay Dallas,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,ARI,arizona_cardinals,2020,5,0.0,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
575,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,41.4%,CAR,carolina_panthers,2020,5,0.0,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,Carolina Panthers
520,David Montgomery,10,29,2.9,7,0,1,7,8,30,4.3,0,0,1,11.9,11.9,94.0%,DET,detroit_lions,2020,5,21.54,,,,,,,,,,Detroit Lions
573,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2020,5,0.0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Buffalo Bills
567,Michael Burton,2,2,1.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,DEN,denver_broncos,2020,5,1.35,,,,,,,,,,Denver Broncos
519,Alvin Kamara,11,45,4.1,10,0,0,8,10,74,9.3,0,0,1,11.9,11.9,95.0%,NO,new_orleans_saints,2020,5,28.72,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
518,Raheem Mostert,11,90,8.2,37,1,0,3,3,29,9.7,0,0,1,11.9,11.9,15.9%,LV,las_vegas_raiders,2020,5,49.08,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
637,Ty Johnson,3,42,14.0,34,1,0,0,1,0,0.0,0,0,1,4.2,4.2,5.2%,BUF,buffalo_bills,2020,6,23.4,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Buffalo Bills
668,Kyle Juszczyk,0,0,0.0,0,0,0,1,2,8,8.0,0,0,1,0.8,0.8,1.3%,SF,san_francisco_49ers,2020,6,0.5,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
684,Cordarrelle Patterson,1,1,1.0,1,0,0,1,1,8,8.0,0,0,1,0.0,0.0,1.0%,PIT,pittsburgh_steelers,2020,6,0.8,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
604,Derrick Henry,22,212,9.6,94,2,2,2,5,52,26.0,0,0,1,38.4,38.4,98.7%,BAL,baltimore_ravens,2020,6,119.24,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
614,Jonathan Taylor,12,60,5.0,21,1,0,4,4,55,13.8,0,0,1,11.5,11.5,98.3%,IND,indianapolis_colts,2020,6,35.1,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
606,D'Andre Swift,14,116,8.3,54,1,2,3,4,7,2.3,0,0,1,24.3,24.3,89.4%,CHI,chicago_bears,2020,6,68.1,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
685,Patrick Ricard,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,baltimore_ravens,2020,6,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
616,Miles Sanders,9,118,13.1,74,2,0,1,2,-6,-6.0,0,0,1,11.2,11.2,12.0%,DAL,dallas_cowboys,2020,6,61.66,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Dallas Cowboys
608,Clyde Edwards-Helaire,26,161,6.2,31,1,0,4,4,8,2.0,0,0,1,16.9,16.9,3.2%,NO,new_orleans_saints,2020,6,84.83,,,,,,,,,,New Orleans Saints
609,James Conner,20,101,5.1,14,0,1,1,1,1,1.0,0,0,1,16.2,16.2,92.9%,ARI,arizona_cardinals,2020,6,56.82,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
617,Aaron Jones Sr.,10,15,1.5,7,0,1,3,5,26,8.7,0,0,1,10.1,10.1,90.3%,MIN,minnesota_vikings,2020,6,13.72,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Minnesota Vikings
676,Cam Akers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.9%,NO,new_orleans_saints,2020,6,0.0,,,,,,,,,,New Orleans Saints
690,Samaje Perine,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.6%,CIN,cincinnati_bengals,2020,6,0.1,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Cincinnati Bengals
692,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.5%,HOU,houston_texans,2020,6,0.0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Houston Texans
620,David Montgomery,19,58,3.1,12,0,0,4,5,39,9.8,0,0,1,9.7,9.7,94.0%,DET,detroit_lions,2020,6,33.72,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
695,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,houston_texans,2020,6,0.0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Houston Texans
610,Joe Mixon,18,54,3.0,9,0,1,2,3,15,7.5,0,0,1,12.9,12.9,96.9%,HOU,houston_texans,2020,6,33.6,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,Houston Texans
666,Zack Moss,5,10,2.0,4,0,0,0,0,0,0.0,0,0,1,1.0,1.0,16.8%,CIN,cincinnati_bengals,2020,6,5.8,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Cincinnati Bengals
698,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,new_york_jets,2020,6,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Jets
662,Rico Dowdle,3,13,4.3,7,0,0,0,0,0,0.0,0,0,1,1.3,1.3,41.4%,CAR,carolina_panthers,2020,6,7.44,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Carolina Panthers
702,Justice Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,21.4%,BAL,baltimore_ravens,2020,6,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
706,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2020,6,0.0,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Minnesota Vikings
678,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2020,6,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Buffalo Bills
647,J.K. Dobbins,9,28,3.1,16,0,0,2,4,1,0.5,0,0,1,2.9,2.9,61.1%,DEN,denver_broncos,2020,6,15.61,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
627,Raheem Mostert,17,65,3.8,15,0,0,2,2,11,5.5,0,0,1,7.6,7.6,15.9%,LV,las_vegas_raiders,2020,6,35.52,,,,,,,,,,Las Vegas Raiders
646,Alexander Mattison,10,26,2.6,16,0,0,1,2,4,4.0,0,0,1,3.0,3.0,8.8%,MIA,miami_dolphins,2020,6,14.69,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
